+------+-------------------------------+---------+--------+-------+
| Rank | Batsman                       | Average | Others | Ratio |
| 2910 | George Linde                  | 31.66   | 29.68  | 1.066 |
| 2911 | Sydney Rippon                 | 21.59   | 20.24  | 1.066 |
| 2912 | Shujauddin                    | 25.28   | 23.70  | 1.066 |
| 2913 | Vlam Michau                   | 27.32   | 25.61  | 1.066 |
| 2914 | Shrikant Mundhe               | 33.84   | 31.73  | 1.066 |
| 2915 | Omphile Ramela                | 29.13   | 27.31  | 1.066 |
| 2916 | Zulqarnain Haider             | 28.56   | 26.78  | 1.066 |
| 2917 | Ted Hemsley                   | 29.33   | 27.51  | 1.066 |
| 2918 | Keith Campbell                | 25.97   | 24.35  | 1.066 |
| 2919 | Les Lenham                    | 26.16   | 24.54  | 1.066 |
| 2920 | Darren Robinson               | 32.98   | 30.94  | 1.066 |
| 2921 | John Guise                    | 26.21   | 24.59  | 1.065 |
| 2922 | Basher Hassan                 | 29.07   | 27.28  | 1.065 |
| 2923 | Bhaskaran Ramprakash          | 27.05   | 25.38  | 1.065 |
| 2924 | Tom Jameson                   | 26.56   | 24.92  | 1.065 |
| 2925 | Naseer Shaukat                | 23.69   | 22.25  | 1.064 |
| 2926 | Claude Ashton                 | 24.98   | 23.46  | 1.064 |
| 2927 | Sahan Wijeratne               | 27.43   | 25.76  | 1.064 |
| 2928 | George Tribe                  | 27.35   | 25.69  | 1.064 |
| 2929 | Madhavsinh Jagdale            | 29.69   | 27.89  | 1.064 |
| 2930 | Frederick Stocks              | 29.60   | 27.81  | 1.064 |
| 2931 | Philip Mustard                | 30.41   | 28.57  | 1.064 |
| 2932 | Robin Martin-Jenkins          | 31.69   | 29.78  | 1.064 |
| 2933 | Brad Cachopa                  | 32.52   | 30.56  | 1.064 |
| 2934 | Fahim Ashraf                  | 29.43   | 27.66  | 1.063 |
| 2935 | Kirit Chauhan                 | 29.71   | 27.92  | 1.063 |
| 2936 | John Steele                   | 28.95   | 27.21  | 1.063 |
| 2937 | Brian Parsons                 | 26.45   | 24.87  | 1.063 |
| 2938 | Walter Quaife                 | 22.88   | 21.51  | 1.063 |
| 2939 | Dwayne Smith                  | 28.74   | 27.02  | 1.063 |
| 2940 | Michael James                 | 27.60   | 25.95  | 1.063 |
| 2941 | Gihahn Cloete                 | 30.48   | 28.67  | 1.063 |
| 2942 | Feroz Mehdi                   | 27.56   | 25.92  | 1.063 |
| 2943 | Monty Bowden                  | 20.13   | 18.94  | 1.063 |
| 2944 | Kevin Burns                   | 29.03   | 27.30  | 1.063 |
| 2945 | Richard Blakey                | 31.42   | 29.55  | 1.063 |
| 2946 | Adnan Akmal                   | 28.94   | 27.23  | 1.062 |
| 2947 | Dilshan Munaweera             | 31.81   | 29.93  | 1.062 |
| 2948 | Sajid Khan                    | 26.72   | 25.15  | 1.062 |
| 2949 | George Vernon                 | 19.10   | 17.98  | 1.062 |
| 2950 | Andy Stovold                  | 29.75   | 28.00  | 1.062 |
| 2951 | Wilfrid Timms                 | 22.55   | 21.23  | 1.062 |
| 2952 | Mark Lavender                 | 34.08   | 32.08  | 1.062 |
| 2953 | Mark Boucher                  | 33.34   | 31.39  | 1.062 |
| 2954 | Sanjaya Gangodawila           | 28.87   | 27.18  | 1.062 |
| 2955 | Atul Bedade                   | 33.36   | 31.41  | 1.062 |
| 2956 | Waheed Mirza                  | 25.77   | 24.26  | 1.062 |
| 2957 | Derek Kenway                  | 29.60   | 27.88  | 1.061 |
| 2958 | Afzaal Ahmed                  | 30.61   | 28.83  | 1.061 |
| 2959 | Dick Moore                    | 26.08   | 24.57  | 1.061 |
| 2960 | Supun Nirmala                 | 24.91   | 23.46  | 1.061 |
| 2961 | Tim Killick                   | 26.17   | 24.65  | 1.061 |
| 2962 | Tony Middleton                | 33.64   | 31.69  | 1.061 |
| 2963 | Alan Shipman                  | 23.22   | 21.88  | 1.061 |
| 2964 | Malintha Perera               | 26.51   | 24.99  | 1.060 |
| 2965 | Ulick Considine               | 21.33   | 20.11  | 1.060 |
| 2966 | Kalyan Mitter                 | 26.12   | 24.62  | 1.060 |
| 2967 | Lal Kumar                     | 29.47   | 27.79  | 1.060 |
| 2968 | Robert Ellis                  | 18.69   | 17.63  | 1.060 |
| 2969 | Tim Hancock                   | 28.18   | 26.58  | 1.060 |
| 2970 | Priyankara Wickramasinghe     | 25.33   | 23.89  | 1.059 |
| 2971 | Scott Styris                  | 31.33   | 29.57  | 1.059 |
| 2972 | Primosh Perera                | 30.79   | 29.06  | 1.059 |
| 2973 | Gerry Alexander               | 29.18   | 27.54  | 1.059 |
| 2974 | Barrie Leadbeater             | 25.34   | 23.92  | 1.059 |
| 2975 | John Scholes                  | 30.77   | 29.05  | 1.059 |
| 2976 | Paul Gibb                     | 28.07   | 26.50  | 1.059 |
| 2977 | Farmer Bennett                | 14.73   | 13.91  | 1.059 |
| 2978 | Romel Currency                | 23.27   | 21.97  | 1.059 |
| 2979 | Laden Gamiet                  | 26.79   | 25.29  | 1.059 |
| 2980 | Maurice Tremlett              | 25.37   | 23.96  | 1.058 |
| 2981 | Herbert Wilson                | 24.70   | 23.33  | 1.058 |
| 2982 | John Abrahams                 | 29.76   | 28.11  | 1.058 |
| 2983 | Bobby Peel                    | 19.44   | 18.36  | 1.058 |
| 2984 | Peter Graves                  | 26.77   | 25.29  | 1.058 |
| 2985 | Narayan Satham                | 28.61   | 27.03  | 1.058 |
| 2986 | John Harvey                   | 24.16   | 22.83  | 1.058 |
| 2987 | Romano Terblanche             | 29.25   | 27.65  | 1.057 |
| 2988 | Jamie Dalrymple               | 34.08   | 32.21  | 1.057 |
| 2989 | Rod Marsh                     | 31.17   | 29.47  | 1.057 |
| 2990 | Alan Turner                   | 30.88   | 29.19  | 1.057 |
| 2991 | Rikki Clarke                  | 32.16   | 30.41  | 1.057 |
| 2992 | Eric Simons                   | 27.86   | 26.35  | 1.057 |
| 2993 | Robbie Lawson                 | 25.81   | 24.40  | 1.057 |
| 2994 | Sarath Jayawardene            | 23.55   | 22.28  | 1.056 |
| 2995 | Khaya Zondo                   | 31.78   | 30.08  | 1.056 |
| 2996 | Saliya Saman                  | 27.95   | 26.45  | 1.056 |
| 2997 | Paul Grayson                  | 31.70   | 30.00  | 1.056 |
| 2998 | Jason Pooley                  | 30.48   | 28.87  | 1.055 |
| 2999 | Abdus Sami                    | 24.89   | 23.58  | 1.055 |
| 3000 | George Hearne                 | 17.51   | 16.59  | 1.055 |
| 3001 | Tim Ritchie                   | 31.75   | 30.09  | 1.055 |
| 3002 | Brad Wilson                   | 32.22   | 30.53  | 1.055 |
| 3003 | Peter Denning                 | 28.68   | 27.18  | 1.055 |
| 3004 | Saleem Yousuf                 | 28.43   | 26.95  | 1.054 |
| 3005 | Naseer Ahmed                  | 26.76   | 25.37  | 1.054 |
| 3006 | Arthur Liddicut               | 31.28   | 29.66  | 1.054 |
| 3007 | Nigel Llong                   | 31.17   | 29.55  | 1.054 |
| 3008 | Fawad Khan                    | 28.30   | 26.83  | 1.054 |
| 3009 | William Wilkinson             | 21.73   | 20.60  | 1.054 |
| 3010 | Mehrab Hossain                | 28.91   | 27.42  | 1.054 |
| 3011 | Bertie Chaplin                | 24.42   | 23.17  | 1.053 |
| 3012 | James Hopes                   | 31.77   | 30.16  | 1.053 |
| 3013 | Stephen Stubbings             | 31.88   | 30.26  | 1.053 |
| 3014 | Grant Mokoena                 | 29.89   | 28.38  | 1.053 |
| 3015 | Sairaj Bahutule               | 31.83   | 30.22  | 1.053 |
| 3016 | Richard Humphrey              | 16.90   | 16.05  | 1.053 |
| 3017 | Thomas Pearson                | 17.80   | 16.90  | 1.053 |
| 3018 | Mike Newell                   | 30.50   | 28.97  | 1.052 |
| 3019 | Raymond van Schoor            | 27.41   | 26.05  | 1.052 |
| 3020 | Mike Edwards                  | 26.70   | 25.38  | 1.052 |
| 3021 | Luke Jongwe                   | 26.05   | 24.76  | 1.052 |
| 3022 | Nafees Iqbal                  | 29.96   | 28.47  | 1.052 |
| 3023 | Andy Hayhurst                 | 33.87   | 32.20  | 1.051 |
| 3024 | Peter Hearn                   | 25.51   | 24.25  | 1.051 |
| 3025 | Dick Pearson                  | 24.23   | 23.04  | 1.051 |
| 3026 | James Rothery                 | 20.99   | 19.96  | 1.051 |
| 3027 | Bradley Barnes                | 27.56   | 26.21  | 1.051 |
| 3028 | Michael Falcon                | 25.24   | 24.01  | 1.051 |
| 3029 | Chris Walton                  | 24.81   | 23.61  | 1.051 |
| 3030 | Graham Vivian                 | 28.33   | 26.96  | 1.051 |
| 3031 | Gerry Chalk                   | 28.16   | 26.80  | 1.050 |
| 3032 | Yasir Arafat                  | 27.55   | 26.22  | 1.050 |
| 3033 | Andrew Miller                 | 31.62   | 30.09  | 1.050 |
| 3034 | Walter Turner                 | 26.45   | 25.18  | 1.050 |
| 3035 | Dai Davies                    | 24.27   | 23.11  | 1.050 |
| 3036 | Meyrick Payne                 | 24.80   | 23.62  | 1.050 |
| 3037 | Prasanna Jayawardene          | 29.68   | 28.27  | 1.049 |
| 3038 | Aaron Barnes                  | 27.08   | 25.80  | 1.049 |
| 3039 | Jack Hubble                   | 23.57   | 22.46  | 1.049 |
| 3040 | Tino Mawoyo                   | 27.17   | 25.89  | 1.049 |
| 3041 | Jim Love                      | 31.09   | 29.63  | 1.049 |
| 3042 | Bill Roe                      | 20.22   | 19.27  | 1.049 |
| 3043 | Peter Taylor                  | 30.95   | 29.50  | 1.048 |
| 3044 | Nalin Wijesinghe              | 24.05   | 22.94  | 1.048 |
| 3045 | Javed Omar                    | 28.77   | 27.45  | 1.048 |
| 3046 | Ian Moore                     | 25.05   | 23.90  | 1.048 |
| 3047 | Robin Weston                  | 28.98   | 27.66  | 1.048 |
| 3048 | Ian Buxton                    | 23.94   | 22.84  | 1.048 |
| 3049 | Bradley Osborne               | 27.50   | 26.24  | 1.047 |
| 3050 | Vernon Royle                  | 15.48   | 14.77  | 1.047 |
| 3051 | Llorne Howell                 | 28.23   | 26.95  | 1.047 |
| 3052 | Bismillah Khan                | 29.51   | 28.18  | 1.047 |
| 3053 | Dhanuka Pathirana             | 25.94   | 24.77  | 1.047 |
| 3054 | Ajay Ratra                    | 30.29   | 28.92  | 1.047 |
| 3055 | Desmond Fenner                | 23.94   | 22.86  | 1.047 |
| 3056 | Leonard Oliver                | 20.39   | 19.47  | 1.047 |
| 3057 | Mitchell Marsh                | 32.41   | 30.96  | 1.047 |
| 3058 | Harold Garnett                | 26.00   | 24.83  | 1.046 |
| 3059 | Keith Barker                  | 28.24   | 26.98  | 1.046 |
| 3060 | Anurag Singh                  | 32.17   | 30.73  | 1.046 |
| 3061 | Rodney Ontong                 | 29.46   | 28.15  | 1.046 |
| 3062 | Kosie Venter                  | 30.15   | 28.81  | 1.046 |
| 3063 | Mike Burns                    | 32.68   | 31.23  | 1.046 |
| 3064 | David Stead                   | 25.03   | 23.94  | 1.045 |
| 3065 | Geraint Jones                 | 32.45   | 31.03  | 1.045 |
| 3066 | George Lohmann                | 18.67   | 17.86  | 1.045 |
| 3067 | Corey Richards                | 31.41   | 30.05  | 1.045 |
| 3068 | Kaushalya Weeraratne          | 26.81   | 25.66  | 1.045 |
| 3069 | Tom Sewell                    | 9.97    | 9.54   | 1.045 |
| 3070 | Edward Grace                  | 18.66   | 17.86  | 1.045 |
| 3071 | Paul Rayner                   | 28.24   | 27.03  | 1.044 |
| 3072 | Harry Smith                   | 22.35   | 21.40  | 1.044 |
| 3073 | Denesh Ramdin                 | 30.02   | 28.74  | 1.044 |
| 3074 | Jack Pettiford                | 25.64   | 24.54  | 1.044 |
| 3075 | Clement Booth                 | 15.37   | 14.72  | 1.044 |
| 3076 | Prince Indrajitsinhji         | 26.76   | 25.63  | 1.044 |
| 3077 | Nihil Soysa                   | 22.62   | 21.66  | 1.044 |
| 3078 | Guy Jackson                   | 23.07   | 22.11  | 1.043 |
| 3079 | Joseph Milner                 | 25.85   | 24.78  | 1.043 |
| 3080 | Ryan Bailey                   | 31.62   | 30.31  | 1.043 |
| 3081 | Jack Heron                    | 26.20   | 25.12  | 1.042 |
| 3082 | Tony Wright                   | 28.84   | 27.65  | 1.042 |
| 3083 | Shalika Karunanayake          | 29.01   | 27.81  | 1.042 |
| 3084 | Laurie Potter                 | 28.93   | 27.74  | 1.042 |
| 3085 | Soumya Sarkar                 | 31.52   | 30.23  | 1.042 |
| 3086 | Leslie Kidd                   | 24.94   | 23.92  | 1.042 |
| 3087 | Amar Singh                    | 24.23   | 23.25  | 1.041 |
| 3088 | Clifford Roach                | 28.04   | 26.91  | 1.041 |
| 3089 | Keith Tomlins                 | 27.13   | 26.04  | 1.041 |
| 3090 | Leonard Green                 | 25.51   | 24.50  | 1.041 |
| 3091 | Alan Townsend                 | 24.95   | 23.96  | 1.041 |
| 3092 | Brett D'Oliveira              | 31.66   | 30.41  | 1.041 |
| 3093 | Siddiq Akbar                  | 25.83   | 24.81  | 1.041 |
| 3094 | Dhiraj Parsana                | 26.54   | 25.49  | 1.041 |
| 3095 | William Robertson             | 25.91   | 24.89  | 1.041 |
| 3096 | Khalid Mahmood                | 27.40   | 26.33  | 1.040 |
| 3097 | Jim Bailey                    | 24.93   | 23.96  | 1.040 |
| 3098 | Salieg Nackerdien             | 25.14   | 24.15  | 1.040 |
| 3099 | Paul Strang                   | 30.10   | 28.93  | 1.040 |
| 3100 | Laurie Evans                  | 29.36   | 28.23  | 1.040 |
| 3101 | Gary Watts                    | 32.85   | 31.59  | 1.040 |
| 3102 | Reggie Schwarz                | 22.60   | 21.74  | 1.039 |
| 3103 | Greg Todd                     | 34.02   | 32.71  | 1.039 |
| 3104 | Alexander Eccles              | 23.20   | 22.32  | 1.039 |
| 3105 | Shahid Qambrani               | 28.69   | 27.60  | 1.039 |
| 3106 | Ibrahim Khaleel               | 29.16   | 28.05  | 1.039 |
| 3107 | Mark Ealham                   | 31.96   | 30.76  | 1.039 |
| 3108 | Jimmy Neesham                 | 31.85   | 30.65  | 1.039 |
| 3109 | Sid Russell                   | 23.86   | 22.97  | 1.038 |
| 3110 | Gren Alabaster                | 23.88   | 22.99  | 1.038 |
| 3111 | Arnold Townsend               | 23.13   | 22.29  | 1.038 |
| 3112 | Ian Holland                   | 26.31   | 25.35  | 1.037 |
| 3113 | Luke Sutton                   | 30.63   | 29.52  | 1.037 |
| 3114 | Dwayne Bravo                  | 30.64   | 29.54  | 1.037 |
| 3115 | Michael Barton                | 25.82   | 24.89  | 1.037 |
| 3116 | Piran Holloway                | 31.50   | 30.38  | 1.036 |
| 3117 | Sami-ul-Haq                   | 25.00   | 24.11  | 1.036 |
| 3118 | Neil McCorkell                | 25.60   | 24.70  | 1.036 |
| 3119 | Alex Wakely                   | 31.27   | 30.17  | 1.036 |
| 3120 | Harry Wrathall                | 22.54   | 21.74  | 1.036 |
| 3121 | Ken Archer                    | 29.95   | 28.92  | 1.035 |
| 3122 | William Tavar?                | 31.63   | 30.55  | 1.035 |
| 3123 | Clem Wilson                   | 23.78   | 22.97  | 1.035 |
| 3124 | Adrian Aymes                  | 31.22   | 30.16  | 1.035 |
| 3125 | Sean Adair                    | 28.05   | 27.09  | 1.035 |
| 3126 | Stephen Baard                 | 25.66   | 24.79  | 1.035 |
| 3127 | Herbert Hopkins               | 22.40   | 21.64  | 1.035 |
| 3128 | Al-Amin                       | 35.56   | 34.36  | 1.034 |
| 3129 | Dion Ebrahim                  | 30.19   | 29.18  | 1.034 |
| 3130 | Arthur Hazlerigg              | 25.92   | 25.06  | 1.034 |
| 3131 | Joseph Yovich                 | 30.05   | 29.05  | 1.034 |
| 3132 | Kyle Coetzer                  | 30.37   | 29.36  | 1.034 |
| 3133 | Sangramsinh Gaekwad           | 27.60   | 26.69  | 1.034 |
| 3134 | Walter Robins                 | 26.39   | 25.52  | 1.034 |
| 3135 | John Birch                    | 27.53   | 26.62  | 1.034 |
| 3136 | George Kelson                 | 14.35   | 13.89  | 1.033 |
| 3137 | John Evans                    | 24.64   | 23.83  | 1.033 |
| 3138 | Craig Wishart                 | 30.16   | 29.18  | 1.033 |
| 3139 | David Boyle                   | 29.50   | 28.56  | 1.033 |
| 3140 | Ross Ormiston                 | 26.41   | 25.57  | 1.032 |
| 3141 | Mohammad Salman               | 26.04   | 25.21  | 1.032 |
| 3142 | Jack Nash                     | 28.52   | 27.62  | 1.032 |
| 3143 | Sidney Kitcat                 | 21.82   | 21.14  | 1.032 |
| 3144 | Edwin Diver                   | 23.00   | 22.28  | 1.031 |
| 3145 | Evan Gray                     | 28.80   | 27.91  | 1.031 |
| 3146 | Tharindu Perera               | 25.58   | 24.79  | 1.031 |
| 3147 | Charlie Barnett               | 21.32   | 20.67  | 1.031 |
| 3148 | Robert Henderson              | 18.50   | 17.93  | 1.031 |
| 3149 | Sanjay Jagdale                | 26.62   | 25.82  | 1.030 |
| 3150 | Kevin Sharp                   | 30.84   | 29.92  | 1.030 |
| 3151 | Tahir Khan                    | 28.46   | 27.63  | 1.030 |
| 3152 | Gilbert Ashton                | 24.01   | 23.31  | 1.029 |
| 3153 | Ian Butcher                   | 29.62   | 28.77  | 1.029 |
| 3154 | Vijith Deshapriya             | 22.97   | 22.31  | 1.029 |
| 3155 | Greg Mail                     | 32.16   | 31.26  | 1.028 |
| 3156 | Alun Evans                    | 30.95   | 30.09  | 1.028 |
| 3157 | Alfred Glover                 | 25.67   | 24.97  | 1.028 |
| 3158 | George Newman                 | 25.86   | 25.15  | 1.028 |
| 3159 | Barry Cooper                  | 28.13   | 27.36  | 1.028 |
| 3160 | Bob McLeod                    | 22.38   | 21.77  | 1.027 |
| 3161 | Edmund Rowley                 | 13.52   | 13.16  | 1.027 |
| 3162 | Roy Kaia                      | 27.78   | 27.04  | 1.027 |
| 3163 | Eknath Solkar                 | 29.34   | 28.56  | 1.027 |
| 3164 | Imran Khalid                  | 24.73   | 24.08  | 1.027 |
| 3165 | Chandramouli Prasad           | 27.80   | 27.07  | 1.027 |
| 3166 | Richard Williams              | 30.93   | 30.11  | 1.027 |
| 3167 | Jack D'Arcy                   | 23.09   | 22.48  | 1.027 |
| 3168 | Christopher Winn              | 24.98   | 24.33  | 1.026 |
| 3169 | Evan Nepean                   | 18.61   | 18.13  | 1.026 |
| 3170 | Hasan Jamil                   | 29.58   | 28.81  | 1.026 |
| 3171 | Kapil Dev                     | 33.00   | 32.14  | 1.026 |
| 3172 | Frank Townsend                | 18.99   | 18.50  | 1.026 |
| 3173 | Mark Priest                   | 30.58   | 29.79  | 1.026 |
| 3174 | Dudley Pope                   | 26.33   | 25.65  | 1.026 |
| 3175 | John Dale                     | 16.92   | 16.49  | 1.026 |
| 3176 | Max Holden                    | 27.47   | 26.77  | 1.025 |
| 3177 | Ronald Bird                   | 26.10   | 25.44  | 1.025 |
| 3178 | Nasir Wasti                   | 26.55   | 25.89  | 1.025 |
| 3179 | Laurie Williams               | 24.71   | 24.10  | 1.025 |
| 3180 | Chamunorwa Chibhabha          | 27.55   | 26.87  | 1.025 |
| 3181 | Sandeep Sharma                | 29.63   | 28.89  | 1.025 |
| 3182 | Kenneth Goldie                | 23.59   | 23.01  | 1.025 |
| 3183 | Philip Harrison               | 23.70   | 23.12  | 1.024 |
| 3184 | Tony Frost                    | 32.51   | 31.72  | 1.024 |
| 3185 | Frank Chester                 | 23.95   | 23.38  | 1.024 |
| 3186 | Vic Marks                     | 30.29   | 29.59  | 1.023 |
| 3187 | Ian Cockbain                  | 29.82   | 29.13  | 1.023 |
| 3188 | Anton Devcich                 | 30.06   | 29.37  | 1.023 |
| 3189 | Bert Hopkins                  | 25.40   | 24.82  | 1.023 |
| 3190 | Johnny Briggs                 | 18.27   | 17.86  | 1.023 |
| 3191 | Courtney Browne               | 27.76   | 27.13  | 1.023 |
| 3192 | Jack Meyer                    | 23.69   | 23.17  | 1.022 |
| 3193 | Angus Robson                  | 30.19   | 29.52  | 1.022 |
| 3194 | Chris Lewis                   | 30.73   | 30.05  | 1.022 |
| 3195 | Ishan Mutaliph                | 26.00   | 25.43  | 1.022 |
| 3196 | Piyush Chawla                 | 31.28   | 30.60  | 1.022 |
| 3197 | Ben Smith                     | 31.93   | 31.23  | 1.022 |
| 3198 | Roger Human                   | 24.57   | 24.03  | 1.022 |
| 3199 | Micky Bear                    | 24.25   | 23.73  | 1.021 |
| 3200 | Alexei Kervezee               | 29.81   | 29.18  | 1.021 |
| 3201 | Imran Ahmed                   | 25.65   | 25.12  | 1.021 |
| 3202 | Amal Athulathmudali           | 28.45   | 27.87  | 1.021 |
| 3203 | Stewart Hutton                | 29.56   | 28.95  | 1.020 |
| 3204 | Gulraiz Sadaf                 | 25.41   | 24.89  | 1.020 |
| 3205 | William Rigley                | 12.58   | 12.32  | 1.020 |
| 3206 | Asif Din                      | 30.55   | 29.92  | 1.020 |
| 3207 | Dick Palairet                 | 21.16   | 20.73  | 1.020 |
| 3208 | Kamran Khan                   | 26.52   | 25.98  | 1.020 |
| 3209 | Rizwan Haider                 | 25.50   | 24.98  | 1.020 |
| 3210 | Richard Jones                 | 17.15   | 16.80  | 1.020 |
| 3211 | Tony Clarkson                 | 25.18   | 24.67  | 1.020 |
| 3212 | Ronnie Chisholm               | 23.54   | 23.06  | 1.020 |
| 3213 | Ken Snellgrove                | 25.30   | 24.80  | 1.020 |
| 3214 | Rashid Latif                  | 28.22   | 27.66  | 1.020 |
| 3215 | Dougie Brown                  | 30.61   | 30.01  | 1.020 |
| 3216 | Kamran Hussain                | 25.03   | 24.55  | 1.019 |
| 3217 | Thando Bula                   | 29.17   | 28.60  | 1.019 |
| 3218 | Calvin Savage                 | 26.93   | 26.41  | 1.019 |
| 3219 | Jason Brooker                 | 26.76   | 26.25  | 1.019 |
| 3220 | Indika Galagoda               | 23.26   | 22.82  | 1.019 |
| 3221 | Tom Smith                     | 29.42   | 28.86  | 1.019 |
| 3222 | Bilal Shafayat                | 31.71   | 31.11  | 1.019 |
| 3223 | Mukesh Narula                 | 33.42   | 32.82  | 1.018 |
| 3224 | Frank Thomas                  | 22.30   | 21.91  | 1.018 |
| 3225 | Blair Pocock                  | 29.36   | 28.84  | 1.018 |
| 3226 | Mannava Prasad                | 27.73   | 27.24  | 1.018 |
| 3227 | Kynaston Studd                | 18.07   | 17.75  | 1.017 |
| 3228 | Alexander Thompson            | 26.47   | 26.01  | 1.017 |
| 3229 | Ernest Smith                  | 21.46   | 21.10  | 1.017 |
| 3230 | Stu Duff                      | 30.16   | 29.64  | 1.017 |
| 3231 | Alastair Hignell              | 29.48   | 28.99  | 1.016 |
| 3232 | Taimur Ali                    | 26.22   | 25.79  | 1.016 |
| 3233 | Kevan James                   | 30.45   | 29.95  | 1.016 |
| 3234 | Yeshwant Sidhaye              | 27.79   | 27.34  | 1.016 |
| 3235 | Greg Smith                    | 30.62   | 30.13  | 1.016 |
| 3236 | John Smith                    | 32.10   | 31.58  | 1.016 |
| 3237 | Dipak Patel                   | 29.95   | 29.48  | 1.015 |
| 3238 | Albert Baker                  | 25.75   | 25.34  | 1.015 |
| 3239 | George Kemp                   | 18.64   | 18.35  | 1.015 |
| 3240 | Akram Raza                    | 26.42   | 26.01  | 1.015 |
| 3241 | Masood-ul-Hasan               | 27.87   | 27.45  | 1.015 |
| 3242 | John Causby                   | 28.93   | 28.50  | 1.015 |
| 3243 | Loots Bosman                  | 28.51   | 28.09  | 1.015 |
| 3244 | Keith Carmody                 | 28.89   | 28.46  | 1.014 |
| 3245 | Don Beard                     | 22.10   | 21.77  | 1.014 |
| 3246 | Vidyut Sivaramakrishnan       | 32.28   | 31.81  | 1.014 |
| 3247 | Balachandra Akhil             | 28.73   | 28.31  | 1.014 |
| 3248 | Jaik Mickleburgh              | 28.94   | 28.52  | 1.014 |
| 3249 | Charinda Fernando             | 21.29   | 20.98  | 1.014 |
| 3250 | Tom Enthoven                  | 27.16   | 26.78  | 1.014 |
| 3251 | Andy Wilson                   | 25.28   | 24.94  | 1.013 |
| 3252 | Crowther Charlesworth         | 23.61   | 23.30  | 1.013 |
| 3253 | Mohammad Masroor              | 27.85   | 27.48  | 1.013 |
| 3254 | Pete Trego                    | 32.80   | 32.38  | 1.012 |
| 3255 | Vincent Lumsden               | 27.82   | 27.47  | 1.012 |
| 3256 | Christopher Barnwell          | 24.80   | 24.49  | 1.012 |
| 3257 | Maurice Hill                  | 24.09   | 23.79  | 1.012 |
| 3258 | Paul Barton                   | 23.89   | 23.60  | 1.012 |
| 3259 | Bharat Mistry                 | 33.47   | 33.07  | 1.012 |
| 3260 | Gerald Bardswell              | 20.06   | 19.83  | 1.011 |
| 3261 | Jaydev Shah                   | 29.91   | 29.56  | 1.011 |
| 3262 | Alonzo Drake                  | 21.69   | 21.45  | 1.011 |
| 3263 | Bhaskara Ramamurthy           | 26.96   | 26.67  | 1.010 |
| 3264 | Wilf Wooller                  | 22.57   | 22.33  | 1.010 |
| 3265 | Zeeshan Pervez                | 27.59   | 27.30  | 1.010 |
| 3266 | Alfred Jeacocke               | 28.83   | 28.53  | 1.010 |
| 3267 | William Clarke                | 10.35   | 10.24  | 1.010 |
| 3268 | Mark Tindall                  | 24.74   | 24.48  | 1.010 |
| 3269 | Jason Ratcliffe               | 28.52   | 28.23  | 1.010 |
| 3270 | Kamran Younis                 | 26.39   | 26.13  | 1.010 |
| 3271 | Robert Moorhouse              | 18.72   | 18.54  | 1.009 |
| 3272 | Eric Bedser                   | 24.00   | 23.77  | 1.009 |
| 3273 | Stu McCullum                  | 24.41   | 24.17  | 1.009 |
| 3274 | Harry Whitehead               | 23.07   | 22.84  | 1.009 |
| 3275 | James Grundy                  | 12.65   | 12.53  | 1.009 |
| 3276 | Mushfiqur Rahman              | 25.50   | 25.26  | 1.009 |
| 3277 | Maurice Tate                  | 25.04   | 24.81  | 1.009 |
| 3278 | Arjun Yadav                   | 28.05   | 27.79  | 1.009 |
| 3279 | Raj Hans                      | 23.03   | 22.82  | 1.008 |
| 3280 | Ian Harty                     | 25.11   | 24.89  | 1.008 |
| 3281 | Shreevats Goswami             | 30.53   | 30.26  | 1.008 |
| 3282 | David Holford                 | 31.31   | 31.05  | 1.008 |
| 3283 | Anil Mathur                   | 26.65   | 26.43  | 1.008 |
| 3284 | Rob Keogh                     | 30.59   | 30.34  | 1.008 |
| 3285 | Tshepang Dithole              | 26.27   | 26.05  | 1.008 |
| 3286 | Charith Rangajeewa            | 21.48   | 21.31  | 1.008 |
| 3287 | Nicolaas Scholtz              | 25.54   | 25.34  | 1.008 |
| 3288 | Eddie Davis                   | 28.45   | 28.22  | 1.008 |
| 3289 | Morris Sievers                | 29.64   | 29.41  | 1.007 |
| 3290 | Craig Thyssen                 | 28.02   | 27.81  | 1.007 |
| 3291 | Dan Christian                 | 30.50   | 30.27  | 1.007 |
| 3292 | Zafar Iqbal                   | 27.03   | 26.82  | 1.007 |
| 3293 | Mohammad Ashraful             | 29.14   | 28.93  | 1.007 |
| 3294 | Ian Healy                     | 30.22   | 30.01  | 1.006 |
| 3295 | Brian Sellers                 | 23.05   | 22.90  | 1.006 |
| 3296 | Tuppy Owen-Smith              | 26.88   | 26.69  | 1.006 |
| 3297 | Duncan Fearnley               | 20.58   | 20.44  | 1.006 |
| 3298 | Thomas Langdon                | 21.23   | 21.09  | 1.006 |
| 3299 | Brian Chari                   | 25.47   | 25.30  | 1.006 |
| 3300 | Bajina Ramprasad              | 20.18   | 20.04  | 1.006 |
| 3301 | Rawl Lewis                    | 24.07   | 23.91  | 1.006 |
| 3302 | Jimmy Matthews                | 24.98   | 24.82  | 1.006 |
| 3303 | Lewis Hill                    | 29.26   | 29.09  | 1.006 |
| 3304 | Lloyd Ferreira                | 26.62   | 26.46  | 1.006 |
| 3305 | Gerard Brophy                 | 32.09   | 31.90  | 1.005 |
