+------+-------------------------------+---------+--------+-------+
| Rank | Batsman                       | Average | Others | Ratio |
| 399  | Albert Ward                   | 30.08   | 19.20  | 1.567 |
| 400  | Angelo Mathews                | 48.32   | 30.83  | 1.566 |
| 401  | Ken McEwan                    | 41.73   | 26.63  | 1.566 |
| 402  | Dale Benkenstein              | 44.21   | 28.22  | 1.566 |
| 403  | Harpreet Singh                | 47.75   | 30.50  | 1.565 |
| 404  | Charles Taylor                | 14.29   | 9.15   | 1.561 |
| 405  | Arun Lal                      | 46.94   | 30.06  | 1.561 |
| 406  | Hansie Cronje                 | 43.69   | 27.98  | 1.561 |
| 407  | Sir Alastair Cook             | 47.33   | 30.31  | 1.561 |
| 408  | Parthasarthy Sharma           | 39.15   | 25.09  | 1.560 |
| 409  | Edulji Aibara                 | 36.72   | 23.53  | 1.560 |
| 410  | Quinton de Kock               | 41.38   | 26.54  | 1.559 |
| 411  | Iftikhar Ahmed                | 40.46   | 25.96  | 1.558 |
| 412  | Tushar Imran                  | 42.75   | 27.46  | 1.556 |
| 413  | Abid Ali                      | 41.50   | 26.66  | 1.556 |
| 414  | Jeffrey Stollmeyer            | 44.61   | 28.66  | 1.556 |
| 415  | Yusuf Ali Khan                | 49.79   | 31.99  | 1.556 |
| 416  | Sajith Fernando               | 38.62   | 24.85  | 1.554 |
| 417  | Rahul Sapru                   | 49.23   | 31.69  | 1.553 |
| 418  | Harold Gimblett               | 36.17   | 23.29  | 1.553 |
| 419  | Arjuna Ranatunga              | 44.26   | 28.51  | 1.552 |
| 420  | Sohaib Maqsood                | 41.57   | 26.79  | 1.551 |
| 421  | Marnus Labuschagne            | 45.58   | 29.42  | 1.549 |
| 422  | Martin van Jaarsveld          | 44.55   | 28.78  | 1.547 |
| 423  | Tharanga Paranavitana         | 45.82   | 29.60  | 1.547 |
| 424  | Imam-ul-Haq                   | 41.69   | 26.94  | 1.547 |
| 425  | Chaminda Mendis               | 36.59   | 23.65  | 1.546 |
| 426  | Michael Dalvi                 | 35.65   | 23.05  | 1.546 |
| 427  | Chris Smith                   | 44.40   | 28.72  | 1.545 |
| 428  | Vernon Ransford               | 42.40   | 27.43  | 1.545 |
| 429  | Abbas Ali                     | 45.12   | 29.19  | 1.545 |
| 430  | John Crawley                  | 46.49   | 30.08  | 1.545 |
| 431  | Edward Moore                  | 40.94   | 26.50  | 1.544 |
| 432  | Ishank Jaggi                  | 42.10   | 27.26  | 1.544 |
| 433  | Saleem Malik                  | 45.94   | 29.75  | 1.544 |
| 434  | Dinesh Chandimal              | 47.08   | 30.51  | 1.543 |
| 435  | Fred Bakewell                 | 33.96   | 22.00  | 1.543 |
| 436  | Jack Robertson                | 37.50   | 24.30  | 1.542 |
| 437  | Asanka Gurusinha              | 43.71   | 28.33  | 1.542 |
| 438  | Lokesh Rahul                  | 45.70   | 29.63  | 1.542 |
| 439  | Irvine Shillingford           | 36.73   | 23.83  | 1.541 |
| 440  | Bob Wyatt                     | 40.04   | 25.99  | 1.540 |
| 441  | Rohan Gavaskar                | 44.19   | 28.68  | 1.540 |
| 442  | Kaushal Silva                 | 46.44   | 30.14  | 1.540 |
| 443  | Basit Ali                     | 39.65   | 25.76  | 1.539 |
| 444  | Sajid Ali                     | 39.40   | 25.60  | 1.539 |
| 445  | Chris Gayle                   | 44.83   | 29.14  | 1.538 |
| 446  | John Brown                    | 30.52   | 19.84  | 1.537 |
| 447  | Bruce Murray                  | 35.55   | 23.11  | 1.537 |
| 448  | Dane Vilas                    | 42.06   | 27.35  | 1.537 |
| 449  | Pite van Biljon               | 42.86   | 27.87  | 1.537 |
| 450  | Jack Siedle                   | 40.05   | 26.05  | 1.537 |
| 451  | Ted Bowley                    | 34.94   | 22.73  | 1.537 |
| 452  | Jack Fingleton                | 44.54   | 28.99  | 1.536 |
| 453  | Robin Bist                    | 46.01   | 29.95  | 1.536 |
| 454  | Zafar Ahmed                   | 38.02   | 24.75  | 1.536 |
| 455  | Peter Perrin                  | 35.92   | 23.39  | 1.535 |
| 456  | Ghulam Ali                    | 40.05   | 26.12  | 1.533 |
| 457  | Dinkar Deodhar                | 39.32   | 25.65  | 1.532 |
| 458  | Shrikant Kalyani              | 49.65   | 32.40  | 1.532 |
| 459  | Carlisle Best                 | 38.85   | 25.37  | 1.531 |
| 460  | Nick Knight                   | 44.18   | 28.85  | 1.531 |
| 461  | Frank Watson                  | 36.98   | 24.15  | 1.531 |
| 462  | Ted Dexter                    | 40.75   | 26.61  | 1.531 |
| 463  | Gilbert Jessop                | 32.63   | 21.32  | 1.530 |
| 464  | David Warner                  | 47.59   | 31.09  | 1.530 |
| 465  | Grant Thomson                 | 39.75   | 25.97  | 1.530 |
| 466  | Stuart Williams               | 40.67   | 26.57  | 1.530 |
| 467  | Basil D'Oliveira              | 40.26   | 26.31  | 1.530 |
| 468  | Kenneth Hutchings             | 33.62   | 21.98  | 1.529 |
| 469  | Ravi Jadeja                   | 46.41   | 30.34  | 1.529 |
| 470  | Dennis Amiss                  | 42.86   | 28.03  | 1.528 |
| 471  | Willie Quaife                 | 35.37   | 23.13  | 1.528 |
| 472  | Saadat Ali                    | 38.78   | 25.37  | 1.528 |
| 473  | Gerry Gomez                   | 43.63   | 28.55  | 1.528 |
| 474  | Graeme Smith                  | 48.73   | 31.90  | 1.527 |
| 475  | Jeff Moss                     | 43.79   | 28.66  | 1.527 |
| 476  | Mithun Manhas                 | 45.82   | 30.00  | 1.527 |
| 477  | Andries Gous                  | 41.62   | 27.25  | 1.527 |
| 478  | Rashid Israr                  | 39.87   | 26.13  | 1.525 |
| 479  | Jean-Paul Duminy              | 46.08   | 30.22  | 1.524 |
| 480  | Laurie Fishlock               | 39.34   | 25.82  | 1.523 |
| 481  | Yajurvindra Singh             | 42.30   | 27.76  | 1.523 |
| 482  | Clive Rice                    | 40.95   | 26.88  | 1.523 |
| 483  | Larry Gomes                   | 40.56   | 26.65  | 1.521 |
| 484  | Chris Harris                  | 45.53   | 29.94  | 1.520 |
| 485  | Anura Tennekoon               | 36.26   | 23.84  | 1.520 |
| 486  | Michael Di Venuto             | 45.90   | 30.20  | 1.519 |
| 487  | James Aitchison               | 32.77   | 21.56  | 1.519 |
| 488  | Sanjeewa Silva                | 35.62   | 23.44  | 1.519 |
| 489  | Wajahatullah Wasti            | 37.16   | 24.46  | 1.519 |
| 490  | Abhimanyu Easwaran            | 43.22   | 28.45  | 1.519 |
| 491  | George Gunn                   | 35.96   | 23.68  | 1.518 |
| 492  | Ali Waqas                     | 35.28   | 23.23  | 1.518 |
| 493  | Roy Marshall                  | 35.94   | 23.67  | 1.518 |
| 494  | Surinder Amarnath             | 40.47   | 26.66  | 1.517 |
| 495  | Phil Jaques                   | 48.29   | 31.83  | 1.517 |
| 496  | Minod Bhanuka                 | 44.93   | 29.62  | 1.516 |
| 497  | Ned Wenman                    | 13.35   | 8.80   | 1.516 |
| 498  | Ajinkya Rahane                | 46.43   | 30.61  | 1.516 |
| 499  | Eddie Barlow                  | 39.16   | 25.82  | 1.516 |
| 500  | Geoff Pullar                  | 35.34   | 23.31  | 1.516 |
| 501  | Brian Luckhurst               | 38.12   | 25.14  | 1.515 |
| 502  | Dereck Dowling                | 36.80   | 24.28  | 1.515 |
| 503  | Rassie van der Dussen         | 42.06   | 27.75  | 1.515 |
| 504  | Sam Trimble                   | 41.79   | 27.58  | 1.515 |
| 505  | Adrian McLaren                | 38.87   | 25.65  | 1.515 |
| 506  | Jimmy Adams                   | 39.69   | 26.20  | 1.514 |
| 507  | Forster Mutizwa               | 38.62   | 25.50  | 1.514 |
| 508  | Ashwell Prince                | 44.43   | 29.33  | 1.514 |
| 509  | Shahid Saeed                  | 37.86   | 24.99  | 1.514 |
| 510  | Ali Bacher                    | 39.07   | 25.80  | 1.514 |
| 511  | David Heyn                    | 35.95   | 23.76  | 1.513 |
| 512  | Abhinav Mukund                | 47.93   | 31.67  | 1.513 |
| 513  | Russel Arnold                 | 40.70   | 26.91  | 1.512 |
| 514  | Zubayr Hamza                  | 46.23   | 30.57  | 1.512 |
| 515  | Rumesh Buddika                | 42.89   | 28.36  | 1.512 |
| 516  | Gayan Wijekoon                | 37.31   | 24.68  | 1.511 |
| 517  | Atif Rauf                     | 39.82   | 26.34  | 1.511 |
| 518  | Neil McKenzie                 | 45.77   | 30.27  | 1.511 |
| 519  | Jimmy Iremonger               | 35.06   | 23.21  | 1.510 |
| 520  | James Taylor                  | 46.06   | 30.49  | 1.510 |
| 521  | Hamilton Masakadza            | 39.85   | 26.38  | 1.510 |
| 522  | Ed Joyce                      | 47.95   | 31.76  | 1.509 |
| 523  | Andrea Agathangelou           | 40.97   | 27.14  | 1.509 |
| 524  | Albie Morkel                  | 44.26   | 29.37  | 1.506 |
| 525  | Shakeel Ahmed                 | 39.16   | 25.99  | 1.506 |
| 526  | Marco Marais                  | 37.15   | 24.66  | 1.506 |
| 527  | Aftab Baloch                  | 41.68   | 27.67  | 1.506 |
| 528  | Justin Ontong                 | 41.87   | 27.82  | 1.504 |
| 529  | Jatin Paranjpe                | 46.09   | 30.65  | 1.503 |
| 530  | Anamul Haque                  | 45.32   | 30.17  | 1.502 |
| 531  | Jack Mason                    | 33.27   | 22.15  | 1.502 |
| 532  | Qasim Umar                    | 42.29   | 28.15  | 1.501 |
| 533  | Ryan ten Doeschate            | 44.30   | 29.50  | 1.501 |
| 534  | Saman Jayantha                | 34.56   | 23.01  | 1.501 |
| 535  | Shehzad Malik                 | 38.77   | 25.82  | 1.501 |
| 536  | Yasir Ali                     | 48.00   | 31.97  | 1.501 |
| 537  | Phillip Hughes                | 46.51   | 30.98  | 1.501 |
| 538  | Kedar Jadhav                  | 45.71   | 30.48  | 1.499 |
| 539  | Robin Singh                   | 46.03   | 30.70  | 1.499 |
| 540  | Chandika Hathurusingha        | 36.44   | 24.31  | 1.499 |
| 541  | John Wright                   | 42.35   | 28.25  | 1.499 |
| 542  | Len Darling                   | 42.50   | 28.35  | 1.498 |
| 543  | Naved Yasin                   | 39.53   | 26.37  | 1.498 |
| 544  | Jack Barrett                  | 25.81   | 17.22  | 1.498 |
| 545  | Michael Clarke                | 47.02   | 31.39  | 1.498 |
| 546  | Dean Elgar                    | 41.92   | 27.98  | 1.497 |
| 547  | Wazir Mohammad                | 40.40   | 26.97  | 1.497 |
| 548  | Brian Davison                 | 39.96   | 26.68  | 1.497 |
| 549  | Tom Moody                     | 46.25   | 30.89  | 1.497 |
| 550  | Wilf Barber                   | 34.38   | 22.96  | 1.497 |
| 551  | Tony Harris                   | 41.47   | 27.71  | 1.496 |
| 552  | Frank Druce                   | 35.21   | 23.53  | 1.496 |
| 553  | Herbie Collins                | 40.01   | 26.76  | 1.495 |
| 554  | Tim Robinson                  | 42.15   | 28.20  | 1.494 |
| 555  | Richie Richardson             | 40.71   | 27.25  | 1.493 |
| 556  | Kraigg Brathwaite             | 39.16   | 26.22  | 1.493 |
| 557  | Raju Mukherjee                | 37.45   | 25.08  | 1.493 |
| 558  | Graham Thorpe                 | 45.04   | 30.18  | 1.492 |
| 559  | Arthur Milton                 | 33.73   | 22.61  | 1.492 |
| 560  | Ijaz Ahmed                    | 41.03   | 27.51  | 1.491 |
| 561  | Frank Mitchell                | 31.97   | 21.43  | 1.491 |
| 562  | Conrad Hunte                  | 43.92   | 29.47  | 1.489 |
| 563  | Mudassar Nazar                | 43.86   | 29.44  | 1.489 |
| 564  | Stiaan van Zyl                | 43.34   | 29.09  | 1.489 |
| 565  | Jack Ikin                     | 36.81   | 24.71  | 1.489 |
| 566  | Surinder Khanna               | 43.39   | 29.13  | 1.489 |
| 567  | Ryan Canning                  | 37.38   | 25.10  | 1.489 |
| 568  | Bipul Sharma                  | 47.06   | 31.60  | 1.488 |
| 569  | Faizan Riaz                   | 39.77   | 26.72  | 1.488 |
| 570  | Usman Khawaja                 | 44.68   | 30.04  | 1.487 |
| 571  | Saeed Anwar                   | 34.85   | 23.43  | 1.487 |
| 572  | Glen Addicott                 | 38.15   | 25.66  | 1.486 |
| 573  | Madan Lal                     | 42.87   | 28.83  | 1.486 |
| 574  | Munir-ul-Haq                  | 39.41   | 26.53  | 1.485 |
| 575  | Doug Walters                  | 43.84   | 29.52  | 1.485 |
| 576  | Mayank Agarwal                | 44.33   | 29.85  | 1.484 |
| 577  | Geoff Edrich                  | 34.82   | 23.45  | 1.484 |
| 578  | Bruce Edgar                   | 40.22   | 27.10  | 1.484 |
| 579  | Rick McCosker                 | 44.03   | 29.67  | 1.483 |
| 580  | Runako Morton                 | 39.60   | 26.68  | 1.483 |
| 581  | Seymour Nurse                 | 43.93   | 29.62  | 1.482 |
| 582  | Louis Koen                    | 39.48   | 26.62  | 1.482 |
| 583  | Joe Solomon                   | 41.54   | 28.02  | 1.482 |
| 584  | Arthur Turner                 | 34.05   | 22.98  | 1.481 |
| 585  | Sid O'Linn                    | 35.62   | 24.05  | 1.481 |
| 586  | Kartik Jeshwant               | 43.38   | 29.29  | 1.480 |
| 587  | Alvin Kallicharran            | 43.64   | 29.48  | 1.480 |
| 588  | Virender Sehwag               | 47.36   | 31.99  | 1.480 |
| 589  | Mike Brearley                 | 37.81   | 25.57  | 1.478 |
| 590  | Salman Butt                   | 41.88   | 28.32  | 1.478 |
| 591  | Shoaib Mohammad               | 41.44   | 28.04  | 1.477 |
| 592  | Manohar Sharma                | 37.70   | 25.52  | 1.477 |
| 593  | Gursharan Singh               | 43.32   | 29.33  | 1.477 |
| 594  | Shoaib Khan                   | 35.44   | 24.00  | 1.476 |
| 595  | Craig Ervine                  | 41.76   | 28.28  | 1.476 |
| 596  | Andy Ducat                    | 38.31   | 25.95  | 1.476 |
| 597  | Arthur Day                    | 32.90   | 22.30  | 1.475 |
| 598  | Andy Moles                    | 40.70   | 27.58  | 1.475 |
| 599  | James Seymour                 | 32.08   | 21.74  | 1.475 |
| 600  | Arthur Fagg                   | 36.04   | 24.43  | 1.475 |
| 601  | Vijay Bharadwaj               | 41.75   | 28.31  | 1.474 |
| 602  | Les Poidevin                  | 32.96   | 22.36  | 1.474 |
| 603  | Manu Nayyar                   | 48.18   | 32.68  | 1.474 |
| 604  | Matt Horne                    | 40.87   | 27.72  | 1.474 |
| 605  | Hemu Adhikari                 | 41.74   | 28.31  | 1.474 |
| 606  | Azhar Khan                    | 37.53   | 25.46  | 1.474 |
| 607  | Gerald Katz                   | 39.67   | 26.92  | 1.473 |
| 608  | Dilip Sardesai                | 41.75   | 28.34  | 1.473 |
| 609  | Stephen Fleming               | 43.87   | 29.78  | 1.473 |
| 610  | Greg Blewett                  | 44.49   | 30.20  | 1.473 |
| 611  | Saeed Bin Nasir               | 39.07   | 26.54  | 1.472 |
| 612  | Priyank Panchal               | 45.30   | 30.77  | 1.472 |
| 613  | George Ulyett                 | 23.44   | 15.93  | 1.471 |
| 614  | Roy Fredericks                | 45.89   | 31.19  | 1.471 |
| 615  | Jesse Ryder                   | 45.04   | 30.61  | 1.471 |
| 616  | David Houghton                | 39.39   | 26.77  | 1.471 |
| 617  | John Human                    | 35.68   | 24.26  | 1.470 |
| 618  | Dale Richards                 | 36.30   | 24.69  | 1.469 |
| 619  | Wilf Payton                   | 34.31   | 23.35  | 1.469 |
| 620  | Wesley Coulentianos           | 38.40   | 26.13  | 1.469 |
| 621  | Alistair Gray                 | 37.08   | 25.24  | 1.469 |
| 622  | Rohan Prem                    | 38.56   | 26.25  | 1.469 |
| 623  | Ernest Kemm                   | 39.35   | 26.79  | 1.468 |
| 624  | Doug Insole                   | 37.61   | 25.62  | 1.468 |
| 625  | Ryan Hinds                    | 37.97   | 25.86  | 1.467 |
| 626  | Venkataraman Sivaramakrishnan | 40.21   | 27.39  | 1.467 |
| 627  | Milkha Singh                  | 35.44   | 24.14  | 1.467 |
| 628  | Ijaz Hussain                  | 33.65   | 22.93  | 1.467 |
| 629  | Lahiru Milantha               | 44.92   | 30.62  | 1.466 |
| 630  | Lebrun Constantine            | 25.34   | 17.27  | 1.466 |
| 631  | Harold Gibbons                | 34.34   | 23.41  | 1.466 |
| 632  | Arnold Hamer                  | 31.17   | 21.26  | 1.466 |
| 633  | Awais Zia                     | 38.05   | 25.94  | 1.466 |
| 634  | Andrew Symonds                | 42.20   | 28.79  | 1.465 |
| 635  | Robin Bynoe                   | 41.05   | 28.01  | 1.465 |
| 636  | Sanjeeva Ranatunga            | 35.79   | 24.42  | 1.465 |
| 637  | Manzoor Akhtar                | 37.82   | 25.81  | 1.465 |
| 638  | Prakash Poddar                | 37.92   | 25.88  | 1.465 |
| 639  | Bantoo Singh                  | 45.04   | 30.74  | 1.465 |
| 640  | Bathiya Perera                | 36.04   | 24.60  | 1.465 |
| 641  | Wilf Slack                    | 38.96   | 26.60  | 1.464 |
| 642  | Romesh Kaluwitharana          | 39.46   | 26.94  | 1.464 |
| 643  | Liam Livingstone              | 38.36   | 26.19  | 1.464 |
| 644  | Younis Ahmed                  | 40.48   | 27.65  | 1.464 |
| 645  | John Shaw                     | 40.44   | 27.63  | 1.463 |
| 646  | Gamindu Kanishka              | 39.49   | 26.98  | 1.463 |
| 647  | Joe Darling                   | 34.52   | 23.59  | 1.463 |
| 648  | Arindam Ghosh                 | 38.60   | 26.38  | 1.463 |
| 649  | Rashmi Parida                 | 42.21   | 28.85  | 1.463 |
| 650  | Ken Mackay                    | 43.64   | 29.82  | 1.463 |
| 651  | Milinda Siriwardene           | 39.16   | 26.77  | 1.462 |
| 652  | Priyamal Perera               | 41.24   | 28.20  | 1.462 |
| 653  | Henry Jupp                    | 23.78   | 16.27  | 1.461 |
| 654  | Hylton Ackerman               | 43.65   | 29.86  | 1.461 |
| 655  | Ken Grieves                   | 33.66   | 23.03  | 1.461 |
| 656  | Mansoor Akhtar                | 37.71   | 25.80  | 1.461 |
| 657  | Maurice Foster                | 45.17   | 30.91  | 1.461 |
| 658  | Tony Pawson                   | 37.32   | 25.54  | 1.461 |
| 659  | Henry Horton                  | 32.83   | 22.47  | 1.460 |
| 660  | Kumar Dharmasena              | 36.18   | 24.77  | 1.460 |
