+------+--------------------------+---------+--------+-------+
| Rank | Batsman                  | Average | Others | Ratio |
| 817  | Rohan Gavaskar           | 18.87   | 28.15  | 0.670 |
| 818  | Zubin Surkari            | 17.26   | 25.80  | 0.668 |
| 819  | Gaudi Toka               | 15.25   | 22.79  | 0.668 |
| 820  | Mark Burgess             | 16.80   | 25.14  | 0.668 |
| 821  | Tom de Grooth            | 17.14   | 25.76  | 0.665 |
| 822  | Andy McBrine             | 18.48   | 27.80  | 0.664 |
| 823  | Ranjan Madugalle         | 18.62   | 28.04  | 0.664 |
| 824  | Bruce Blair              | 14.50   | 21.89  | 0.662 |
| 825  | Azhar Mahmood            | 18.10   | 27.40  | 0.660 |
| 826  | David Capel              | 19.23   | 29.13  | 0.660 |
| 827  | Saleem Jaffar            | 18.00   | 27.29  | 0.659 |
| 828  | Gregory Strydom          | 14.70   | 22.29  | 0.659 |
| 829  | Wayne Parnell            | 20.72   | 31.45  | 0.658 |
| 830  | Amjad Javed              | 19.91   | 30.25  | 0.658 |
| 831  | Afsar Zazai              | 17.60   | 26.74  | 0.658 |
| 832  | Jamie Dalrymple          | 19.48   | 29.68  | 0.656 |
| 833  | Craig Spearman           | 18.72   | 28.56  | 0.655 |
| 834  | David Willey             | 23.56   | 36.06  | 0.653 |
| 835  | Greg Lamb                | 17.90   | 27.43  | 0.652 |
| 836  | Blair Hartland           | 20.73   | 31.76  | 0.652 |
| 837  | John Bracewell           | 16.51   | 25.31  | 0.652 |
| 838  | Akram Raza               | 17.54   | 26.90  | 0.652 |
| 839  | Ian Smith                | 17.29   | 26.58  | 0.650 |
| 840  | Shane Lee                | 17.66   | 27.15  | 0.650 |
| 841  | Nitish Kumar             | 15.50   | 23.83  | 0.650 |
| 842  | Saleem Yousuf            | 17.86   | 27.47  | 0.650 |
| 843  | Nigel Jones              | 14.80   | 22.77  | 0.649 |
| 844  | Farhad Reza              | 16.48   | 25.39  | 0.648 |
| 845  | Mark Watt                | 18.08   | 27.90  | 0.648 |
| 846  | Kaushalya Weeraratne     | 20.00   | 30.86  | 0.647 |
| 847  | Mudassar Bukhari         | 17.20   | 26.63  | 0.645 |
| 848  | Craig White              | 15.77   | 24.43  | 0.645 |
| 849  | Andy Blignaut            | 18.96   | 29.45  | 0.644 |
| 850  | Asif Mulla               | 20.08   | 31.19  | 0.643 |
| 851  | Indika de Saram          | 16.63   | 25.86  | 0.643 |
| 852  | Tissara Perera           | 19.98   | 31.07  | 0.642 |
| 853  | Upul Chandana            | 17.30   | 26.94  | 0.642 |
| 854  | Andre Adams              | 17.45   | 27.17  | 0.642 |
| 855  | Geoff Arnold             | 16.00   | 24.92  | 0.642 |
| 856  | Mark Ealham              | 17.46   | 27.26  | 0.640 |
| 857  | Murali Vijay             | 21.18   | 33.09  | 0.640 |
| 858  | Pat Symcox               | 16.92   | 26.44  | 0.639 |
| 859  | KC Karan                 | 13.16   | 20.58  | 0.639 |
| 860  | Ian Bishop               | 16.20   | 25.32  | 0.639 |
| 861  | Pikky Ya France          | 16.50   | 25.81  | 0.639 |
| 862  | Dwayne Smith             | 18.57   | 29.07  | 0.638 |
| 863  | Dougie Brown             | 17.72   | 27.76  | 0.638 |
| 864  | Naseem Khushi            | 16.83   | 26.37  | 0.638 |
| 865  | Jeewan Mendis            | 18.70   | 29.32  | 0.637 |
| 866  | Chris Morris             | 20.30   | 31.83  | 0.637 |
| 867  | Wasim Akram              | 16.52   | 25.94  | 0.636 |
| 868  | Wasim Bari               | 17.00   | 26.70  | 0.636 |
| 869  | James McCollum           | 18.80   | 29.55  | 0.636 |
| 870  | Sandeep Lamichhane       | 13.60   | 21.42  | 0.634 |
| 871  | George Dockrell          | 17.54   | 27.65  | 0.634 |
| 872  | Ragheb Aga               | 16.66   | 26.32  | 0.633 |
| 873  | Rawl Lewis               | 18.18   | 28.72  | 0.633 |
| 874  | Courtney Browne          | 17.29   | 27.32  | 0.632 |
| 875  | Brijal Patel             | 16.36   | 25.92  | 0.631 |
| 876  | Nathan Lyon              | 19.25   | 30.56  | 0.629 |
| 877  | Johan Botha              | 19.03   | 30.23  | 0.629 |
| 878  | Mansoor Akhtar           | 17.44   | 27.72  | 0.629 |
| 879  | Pathum Nissanka          | 19.33   | 30.73  | 0.628 |
| 880  | Fayyaz Butt              | 17.33   | 27.63  | 0.627 |
| 881  | Ryan McLaren             | 18.65   | 29.73  | 0.627 |
| 882  | Clay Smith               | 16.00   | 25.57  | 0.625 |
| 883  | Karl Birkenstock         | 14.90   | 23.91  | 0.623 |
| 884  | Qaiser Ali               | 15.25   | 24.48  | 0.622 |
| 885  | Tim Bresnan              | 19.79   | 31.79  | 0.622 |
| 886  | Iain Butchart            | 18.00   | 28.93  | 0.622 |
| 887  | Richard Gabriel          | 15.18   | 24.40  | 0.622 |
| 888  | Umar Bhatti              | 17.18   | 27.62  | 0.622 |
| 889  | Richard Snell            | 16.10   | 25.90  | 0.621 |
| 890  | Phil Tufnell             | 15.00   | 24.14  | 0.621 |
| 891  | John Blain               | 14.94   | 24.07  | 0.620 |
| 892  | Daniel Vettori           | 17.33   | 27.93  | 0.620 |
| 893  | Azeem Hafeez             | 15.00   | 24.23  | 0.619 |
| 894  | Mark Adair               | 18.83   | 30.42  | 0.618 |
| 895  | Roger Binny              | 16.12   | 26.08  | 0.618 |
| 896  | Ryan Hinds               | 16.83   | 27.22  | 0.618 |
| 897  | Paul Adams               | 16.50   | 26.69  | 0.618 |
| 898  | Greg Matthews            | 16.72   | 27.10  | 0.617 |
| 899  | Atse Buurman             | 15.55   | 25.29  | 0.615 |
| 900  | Jack Russell             | 17.62   | 28.68  | 0.614 |
| 901  | Mehedi Hasan             | 19.00   | 30.94  | 0.614 |
| 902  | Kinchit Shah             | 15.11   | 24.61  | 0.613 |
| 903  | Kirti Azad               | 14.15   | 23.09  | 0.613 |
| 904  | Mushfiqur Rahman         | 16.36   | 26.71  | 0.612 |
| 905  | Luuk van Troost          | 15.77   | 25.76  | 0.612 |
| 906  | Ottis Gibson             | 14.10   | 23.13  | 0.609 |
| 907  | Tim de Leede             | 16.66   | 27.35  | 0.609 |
| 908  | Roger Harper             | 16.13   | 26.50  | 0.608 |
| 909  | Shane Bond               | 16.22   | 26.66  | 0.608 |
| 910  | Brett Lee                | 17.81   | 29.29  | 0.608 |
| 911  | Hrishikesh Kanitkar      | 17.84   | 29.39  | 0.607 |
| 912  | Andri Berenger           | 20.50   | 33.86  | 0.605 |
| 913  | Sunil Joshi              | 17.17   | 28.40  | 0.604 |
| 914  | Andy Pycroft             | 17.35   | 28.71  | 0.604 |
| 915  | Martin Snedden           | 15.28   | 25.29  | 0.604 |
| 916  | Jai Yadav                | 20.25   | 33.54  | 0.603 |
| 917  | Doug Bracewell           | 18.41   | 30.59  | 0.601 |
| 918  | Ian Harvey               | 17.87   | 29.70  | 0.601 |
| 919  | Dewald Nel               | 15.50   | 25.78  | 0.601 |
| 920  | Doug Marillier           | 18.16   | 30.21  | 0.601 |
| 921  | Ali Shah                 | 16.80   | 28.02  | 0.599 |
| 922  | Craig Wright             | 16.00   | 26.75  | 0.598 |
| 923  | Majid Haq                | 16.64   | 27.85  | 0.597 |
| 924  | Craig Evans              | 18.19   | 30.43  | 0.597 |
| 925  | Prosper Utseya           | 16.73   | 28.09  | 0.595 |
| 926  | David Bairstow           | 14.71   | 24.73  | 0.594 |
| 927  | David Langford-Smith     | 15.77   | 26.52  | 0.594 |
| 928  | Liam Plunkett            | 20.83   | 35.06  | 0.594 |
| 929  | Paul McEwan              | 13.60   | 22.97  | 0.591 |
| 930  | Mohammad Naveed          | 16.54   | 28.04  | 0.589 |
| 931  | Ashley Giles             | 17.50   | 29.70  | 0.589 |
| 932  | Gareth Delany            | 17.12   | 29.09  | 0.588 |
| 933  | Riley Hekure             | 17.25   | 29.36  | 0.587 |
| 934  | Anton Devcich            | 17.72   | 30.17  | 0.587 |
| 935  | Ray Bright               | 16.50   | 28.09  | 0.587 |
| 936  | Josh Hazlewood           | 18.00   | 30.71  | 0.585 |
| 937  | Raju Kulkarni            | 16.50   | 28.18  | 0.585 |
| 938  | Safyaan Sharif           | 16.61   | 28.39  | 0.585 |
| 939  | Saurabh Netravalkar      | 13.14   | 22.45  | 0.585 |
| 940  | Michael Kasprowicz       | 18.50   | 31.61  | 0.585 |
| 941  | Bernard Julien           | 14.33   | 24.66  | 0.581 |
| 942  | Stephen Baard            | 15.73   | 27.20  | 0.578 |
| 943  | Mirwais Ashraf           | 14.33   | 24.79  | 0.578 |
| 944  | Steven Outerbridge       | 14.69   | 25.49  | 0.576 |
| 945  | Bob Taylor               | 13.00   | 22.61  | 0.574 |
| 946  | Greg Dyer                | 15.81   | 27.59  | 0.573 |
| 947  | Rumesh Ratnayake         | 16.54   | 28.85  | 0.573 |
| 948  | Ashley Nurse             | 19.30   | 33.73  | 0.572 |
| 949  | Stuart Thompson          | 16.28   | 28.49  | 0.571 |
| 950  | Kaushal Lokuarachchi     | 14.00   | 24.52  | 0.570 |
| 951  | Shahid Saeed             | 14.10   | 24.70  | 0.570 |
| 952  | Khaled Mahmud            | 14.36   | 25.25  | 0.568 |
| 953  | Harvir Baidwan           | 14.66   | 25.87  | 0.566 |
| 954  | Abdul Qadir              | 15.26   | 26.92  | 0.566 |
| 955  | Nikhil Chopra            | 15.50   | 27.40  | 0.565 |
| 956  | Mohammad Aamer           | 18.15   | 32.11  | 0.565 |
| 957  | Mohammad Nawaz           | 20.30   | 35.97  | 0.564 |
| 958  | Donald Tiripano          | 18.10   | 32.13  | 0.563 |
| 959  | Simon Atai               | 15.60   | 27.69  | 0.563 |
| 960  | Daniel Flynn             | 15.20   | 27.05  | 0.561 |
| 961  | Mannava Prasad           | 14.55   | 25.91  | 0.561 |
| 962  | Phil DeFreitas           | 16.04   | 28.58  | 0.561 |
| 963  | Carlos Brathwaite        | 16.44   | 29.36  | 0.559 |
| 964  | Gareth Hopkins           | 14.75   | 26.39  | 0.558 |
| 965  | Dulip Liyanage           | 16.00   | 28.63  | 0.558 |
| 966  | Tahir Naqqash            | 15.00   | 26.86  | 0.558 |
| 967  | Matthew Fleming          | 15.44   | 27.66  | 0.558 |
| 968  | Peter Rawson             | 16.00   | 28.73  | 0.556 |
| 969  | Devon Thomas             | 14.00   | 25.15  | 0.556 |
| 970  | Eric Simons              | 15.50   | 27.91  | 0.555 |
| 971  | Malcolm Marshall         | 14.92   | 26.87  | 0.555 |
| 972  | Sohag Gazi               | 15.33   | 27.66  | 0.554 |
| 973  | Iftikhar Anjum           | 15.60   | 28.19  | 0.553 |
| 974  | Freddie Coleman          | 15.07   | 27.25  | 0.553 |
| 975  | Gavin Larsen             | 14.62   | 26.51  | 0.551 |
| 976  | Travis Friend            | 16.11   | 29.25  | 0.550 |
| 977  | Luke Jongwe              | 13.80   | 25.06  | 0.550 |
| 978  | Waqas Barkat             | 12.75   | 23.17  | 0.550 |
| 979  | Kyle Mills               | 15.62   | 28.43  | 0.549 |
| 980  | Mitchell Johnson         | 16.11   | 29.39  | 0.548 |
| 981  | Alzarri Joseph           | 16.60   | 30.45  | 0.545 |
| 982  | Trevor Madondo           | 15.91   | 29.20  | 0.544 |
| 983  | Vanburn Holder           | 12.80   | 23.48  | 0.544 |
| 984  | Eldine Baptiste          | 15.33   | 28.25  | 0.542 |
| 985  | Tendai Chisoro           | 13.27   | 24.46  | 0.542 |
| 986  | Isuru Udana              | 16.92   | 31.29  | 0.540 |
| 987  | Naved-ul-Hasan           | 15.87   | 29.36  | 0.540 |
| 988  | Robert Taylor            | 14.00   | 25.89  | 0.540 |
| 989  | Roelof van der Merwe     | 19.20   | 35.51  | 0.540 |
| 990  | Ravi Ratnayeke           | 14.98   | 27.75  | 0.539 |
| 991  | Tushar Imran             | 14.35   | 26.60  | 0.539 |
| 992  | Chris Kuggeleijn         | 15.77   | 29.39  | 0.536 |
| 993  | Delyone Borden           | 14.00   | 26.12  | 0.535 |
| 994  | Damien Ravu              | 12.33   | 23.03  | 0.535 |
| 995  | Ian Blackwell            | 14.92   | 27.92  | 0.534 |
| 996  | Saba Karim               | 15.73   | 29.51  | 0.533 |
| 997  | Nuwan Kulasekara         | 15.43   | 28.98  | 0.532 |
| 998  | Graeme Cremer            | 14.58   | 27.47  | 0.530 |
| 999  | Adam Milne               | 16.80   | 31.69  | 0.530 |
| 1000 | Dion Nash                | 15.60   | 29.63  | 0.526 |
| 1001 | Paul Downton             | 16.13   | 30.69  | 0.525 |
| 1002 | Brian McKechnie          | 13.50   | 25.69  | 0.525 |
| 1003 | Tony Dodemaide           | 13.77   | 26.22  | 0.525 |
| 1004 | Robert Croft             | 14.37   | 27.38  | 0.524 |
| 1005 | Dhiman Ghosh             | 14.00   | 26.70  | 0.524 |
| 1006 | Adil Rashid              | 18.41   | 35.13  | 0.524 |
| 1007 | Karate Krishnachandran   | 16.75   | 32.14  | 0.521 |
| 1008 | Stu Gillespie            | 11.66   | 22.40  | 0.520 |
| 1009 | John Emburey             | 14.31   | 27.57  | 0.519 |
| 1010 | Dilruwan Perera          | 12.66   | 24.41  | 0.518 |
| 1011 | Kabir Ali                | 15.50   | 30.03  | 0.516 |
| 1012 | Vijay Dahiya             | 16.61   | 32.20  | 0.515 |
| 1013 | Paul Reiffel             | 13.97   | 27.10  | 0.515 |
| 1014 | Sandeep Gupta            | 13.44   | 26.08  | 0.515 |
| 1015 | Trevin Bastiampillai     | 13.46   | 26.17  | 0.514 |
| 1016 | Al Sahariar              | 13.35   | 25.98  | 0.514 |
| 1017 | Ken MacLeay              | 12.63   | 24.58  | 0.513 |
| 1018 | Andy Cummins             | 13.50   | 26.27  | 0.513 |
| 1019 | Mohammad Rafique         | 13.38   | 26.07  | 0.513 |
| 1020 | Suraj Randiv             | 17.50   | 34.10  | 0.513 |
| 1021 | Nathan Coulter-Nile      | 16.80   | 32.75  | 0.512 |
| 1022 | Derek Crookes            | 14.80   | 28.86  | 0.512 |
| 1023 | Rashid Khan              | 13.75   | 26.84  | 0.512 |
| 1024 | Andre Fletcher           | 14.16   | 27.64  | 0.512 |
| 1025 | Kaleemullah              | 13.37   | 26.14  | 0.511 |
| 1026 | Ronnie Irani             | 14.40   | 28.25  | 0.509 |
| 1027 | Keshav Maharaj           | 17.00   | 33.72  | 0.504 |
| 1028 | Keegan Meth              | 13.25   | 26.34  | 0.502 |
| 1029 | Matthew Maynard          | 14.18   | 28.27  | 0.501 |
| 1030 | Chris Lewis              | 14.38   | 28.69  | 0.501 |
| 1031 | Anil Dalpat              | 12.42   | 24.84  | 0.500 |
| 1032 | Vic Marks                | 13.57   | 27.14  | 0.499 |
| 1033 | Nuwan Zoysa              | 13.19   | 26.44  | 0.498 |
| 1034 | Mark Gillespie           | 15.50   | 31.09  | 0.498 |
| 1035 | Wayne James              | 14.42   | 28.94  | 0.498 |
| 1036 | Hiri Hiri                | 12.75   | 25.64  | 0.497 |
| 1037 | Tony Suji                | 12.97   | 26.11  | 0.496 |
| 1038 | Suhrawadi Shuvo          | 14.00   | 28.18  | 0.496 |
| 1039 | Steve Elworthy           | 12.50   | 25.20  | 0.495 |
| 1040 | Chaminda Vaas            | 13.68   | 27.60  | 0.495 |
| 1041 | Ashantha de Mel          | 14.56   | 29.40  | 0.495 |
| 1042 | Tino Mutombodzi          | 14.75   | 29.84  | 0.494 |
| 1043 | John Rennie              | 13.40   | 27.20  | 0.492 |
| 1044 | Shahid Wasif             | 11.57   | 23.49  | 0.492 |
| 1045 | Kiran More               | 13.09   | 26.59  | 0.492 |
| 1046 | Wiaan Mulder             | 13.50   | 27.44  | 0.491 |
| 1047 | Geoff Dymock             | 11.66   | 23.73  | 0.491 |
| 1048 | Lungi Ngidi              | 15.50   | 31.59  | 0.490 |
| 1049 | Abdur Razzak             | 13.43   | 27.50  | 0.488 |
| 1050 | Brian Chari              | 13.28   | 27.26  | 0.487 |
| 1051 | Eddo Brandes             | 13.03   | 26.74  | 0.487 |
| 1052 | David Bernard            | 14.10   | 28.95  | 0.486 |
| 1053 | Angus Fraser             | 12.81   | 26.37  | 0.486 |
| 1054 | Ryan Sidebottom          | 13.30   | 27.37  | 0.485 |
| 1055 | Ajit Agarkar             | 14.58   | 30.11  | 0.484 |
| 1056 | Brad Williams            | 13.50   | 27.93  | 0.483 |
| 1057 | Mohammad Tauqir          | 13.57   | 28.11  | 0.482 |
| 1058 | Nehemiah Odhiambo        | 12.27   | 25.47  | 0.482 |
| 1059 | James Foster             | 13.66   | 28.39  | 0.481 |
| 1060 | Andrew Ellis             | 13.90   | 28.90  | 0.481 |
| 1061 | Kagiso Rabada            | 15.75   | 32.74  | 0.480 |
| 1062 | John Parker              | 12.40   | 25.79  | 0.480 |
| 1063 | Amay Khurasiya           | 13.54   | 28.23  | 0.479 |
| 1064 | Dirk Viljoen             | 14.22   | 29.66  | 0.479 |
| 1065 | Andy Caddick             | 12.45   | 25.96  | 0.479 |
| 1066 | Wahab Riaz               | 14.50   | 30.32  | 0.478 |
| 1067 | Stuart Clark             | 13.80   | 28.91  | 0.477 |
| 1068 | Mark Jonkman             | 11.80   | 24.72  | 0.477 |
| 1069 | Gavin Robertson          | 15.00   | 31.45  | 0.476 |
| 1070 | Sylvester Clarke         | 10.00   | 20.97  | 0.476 |
| 1071 | Xavier Doherty           | 14.42   | 30.31  | 0.475 |
| 1072 | Richard Petrie           | 13.00   | 27.31  | 0.475 |
| 1073 | Mashrafe Mortaza         | 13.74   | 28.93  | 0.475 |
| 1074 | Tapash Baisya            | 12.00   | 25.26  | 0.474 |
| 1075 | Stuart Poynter           | 13.21   | 27.83  | 0.474 |
| 1076 | Khurram Chauhan          | 13.00   | 27.44  | 0.473 |
| 1077 | Sanjay Bangar            | 13.84   | 29.22  | 0.473 |
| 1078 | Justin Ontong            | 13.14   | 27.74  | 0.473 |
| 1079 | Arshad Khan              | 12.09   | 25.62  | 0.471 |
| 1080 | Shaun Udal               | 11.66   | 24.79  | 0.470 |
| 1081 | Hiren Varaiya            | 12.00   | 25.51  | 0.470 |
| 1082 | Timycen Maruma           | 11.52   | 24.60  | 0.468 |
| 1083 | Romario Shepherd         | 13.33   | 28.46  | 0.468 |
| 1084 | Ahmed Raza               | 12.37   | 26.43  | 0.468 |
| 1085 | Matt Henry               | 15.07   | 32.26  | 0.467 |
| 1086 | Ravichandran Ashwin      | 16.44   | 35.22  | 0.466 |
| 1087 | Brooke Walker            | 15.66   | 33.57  | 0.466 |
| 1088 | Ehsan Khan               | 11.33   | 24.30  | 0.466 |
| 1089 | Rory Kleinveldt          | 15.00   | 32.48  | 0.461 |
| 1090 | Darren Gough             | 12.42   | 26.92  | 0.461 |
| 1091 | Chris Carter             | 12.66   | 27.45  | 0.461 |
| 1092 | Brendon Julian           | 13.17   | 28.56  | 0.461 |
| 1093 | Alester Maregwede        | 12.40   | 26.92  | 0.460 |
| 1094 | Winston Davis            | 14.00   | 30.40  | 0.460 |
| 1095 | Yasir Shah               | 18.14   | 39.53  | 0.458 |
| 1096 | Fabian Allen             | 15.38   | 33.54  | 0.458 |
| 1097 | Karsan Ghavri            | 11.40   | 24.90  | 0.457 |
| 1098 | Mick Malone              | 9.00    | 19.66  | 0.457 |
| 1099 | Jeetan Patel             | 13.57   | 29.68  | 0.457 |
| 1100 | Nixon McLean             | 12.07   | 26.42  | 0.456 |
| 1101 | Shane Warne              | 13.05   | 28.56  | 0.456 |
| 1102 | Aftab Alam               | 11.42   | 25.17  | 0.453 |
| 1103 | Dwayne Leverock          | 11.20   | 24.68  | 0.453 |
| 1104 | Sohail Tanvir            | 13.75   | 30.38  | 0.452 |
| 1105 | Balwinder Sandhu         | 12.75   | 28.17  | 0.452 |
| 1106 | Sanwar Hossain           | 11.60   | 25.67  | 0.451 |
| 1107 | Graeme Swann             | 13.88   | 30.77  | 0.451 |
| 1108 | Aasif Karim              | 12.66   | 28.09  | 0.450 |
| 1109 | Lameck Onyango           | 13.09   | 29.12  | 0.449 |
| 1110 | Ian Gould                | 12.91   | 28.79  | 0.448 |
| 1111 | Kemar Roach              | 12.83   | 28.62  | 0.448 |
| 1112 | Shaminda Eranga          | 11.33   | 25.38  | 0.446 |
| 1113 | Naved Anjum              | 12.55   | 28.13  | 0.446 |
| 1114 | Saqlain Mushtaq          | 11.85   | 26.67  | 0.444 |
| 1115 | Kane Richardson          | 15.00   | 33.77  | 0.444 |
| 1116 | Simon Doull              | 12.28   | 27.66  | 0.444 |
| 1117 | Warren Lees              | 11.31   | 25.49  | 0.443 |
| 1118 | Bilawal Bhatti           | 14.83   | 33.46  | 0.443 |
| 1119 | Bandula Warnapura        | 15.00   | 33.98  | 0.441 |
| 1120 | Vijay Yadav              | 11.80   | 26.76  | 0.440 |
| 1121 | Jason Gillespie          | 12.56   | 28.49  | 0.440 |
| 1122 | Ewen Chatfield           | 10.72   | 24.33  | 0.440 |
| 1123 | Dipak Patel              | 11.75   | 26.72  | 0.439 |
| 1124 | Maninder Singh           | 12.25   | 27.89  | 0.439 |
| 1125 | Ijaz Faqih               | 12.31   | 28.05  | 0.438 |
| 1126 | Jhye Richardson          | 18.40   | 41.94  | 0.438 |
| 1127 | Harbhajan Singh          | 13.30   | 30.35  | 0.438 |
| 1128 | Sajid Ali                | 10.83   | 24.77  | 0.437 |
| 1129 | Grant Paterson           | 12.30   | 28.25  | 0.435 |
| 1130 | Hasan Ali                | 14.79   | 33.98  | 0.435 |
| 1131 | Pieteer Seelaar          | 11.48   | 26.40  | 0.434 |
| 1132 | Dwaine Pretorius         | 15.90   | 36.68  | 0.433 |
| 1133 | Malachi Jones            | 11.30   | 26.07  | 0.433 |
| 1134 | Akeal Hosein             | 11.12   | 25.78  | 0.431 |
| 1135 | Ian Bradshaw             | 12.47   | 29.00  | 0.430 |
| 1136 | Franklyn Rose            | 12.05   | 28.03  | 0.430 |
| 1137 | Ravi Rampaul             | 12.48   | 29.03  | 0.429 |
| 1138 | Jack Richards            | 11.84   | 27.56  | 0.429 |
| 1139 | Mahendra Nagamootoo      | 13.50   | 31.43  | 0.429 |
| 1140 | Rikki Clarke             | 11.07   | 25.87  | 0.428 |
| 1141 | Sachithra Senanayake     | 13.18   | 30.82  | 0.427 |
| 1142 | Nazimuddin               | 13.36   | 31.34  | 0.426 |
| 1143 | Gary Brent               | 12.00   | 28.23  | 0.425 |
| 1144 | Ajay Ratra               | 12.85   | 30.27  | 0.424 |
| 1145 | Arafat Sunny             | 12.00   | 28.34  | 0.423 |
| 1146 | Arshad Ayub              | 11.60   | 27.42  | 0.423 |
| 1147 | Neil Foster              | 11.53   | 27.30  | 0.422 |
| 1148 | Kabir Khan               | 10.00   | 23.70  | 0.421 |
| 1149 | David Murray             | 9.00    | 21.41  | 0.420 |
| 1150 | Andre Nel                | 12.70   | 30.22  | 0.420 |
| 1151 | Kenny Benjamin           | 10.83   | 25.84  | 0.419 |
| 1152 | Kevin Hurdle             | 10.62   | 25.37  | 0.418 |
| 1153 | Praveen Kumar            | 13.90   | 33.22  | 0.418 |
| 1154 | Hammad Azam              | 16.00   | 38.24  | 0.418 |
| 1155 | Merv Hughes              | 11.11   | 26.58  | 0.417 |
| 1156 | Phil Edmonds             | 10.54   | 25.25  | 0.417 |
| 1157 | Blessing Mahwire         | 10.63   | 25.52  | 0.416 |
| 1158 | Len Pascoe               | 9.75    | 23.46  | 0.415 |
| 1159 | Stuart Broad             | 12.30   | 29.61  | 0.415 |
| 1160 | Curtly Ambrose           | 10.65   | 25.65  | 0.415 |
| 1161 | Shaheen Shah Afridi      | 14.50   | 35.09  | 0.413 |
| 1162 | Tim Southee              | 12.57   | 30.43  | 0.413 |
| 1163 | Edgar Schiferli          | 10.06   | 24.37  | 0.412 |
| 1164 | Graham Dilley            | 11.40   | 27.62  | 0.412 |
| 1165 | Navdeep Poonia           | 11.28   | 27.40  | 0.411 |
| 1166 | Murali Kartik            | 14.00   | 34.05  | 0.411 |
| 1167 | Dushmantha Chameera      | 12.05   | 29.35  | 0.410 |
| 1168 | Gordon Goudie            | 10.00   | 24.36  | 0.410 |
| 1169 | Bhuvneshwar Kumar        | 14.15   | 34.53  | 0.409 |
| 1170 | Johannes van der Wath    | 14.83   | 36.21  | 0.409 |
| 1171 | Bob Willis               | 10.37   | 25.39  | 0.408 |
| 1172 | Laurie Williams          | 11.27   | 27.64  | 0.407 |
| 1173 | Akila Dananjaya          | 12.12   | 29.85  | 0.406 |
| 1174 | Akshar Patel             | 12.92   | 31.91  | 0.405 |
| 1175 | Mitchell Starc           | 12.22   | 30.39  | 0.402 |
| 1176 | James Tredwell           | 11.64   | 28.95  | 0.402 |
| 1177 | Dean Headley             | 11.00   | 27.36  | 0.401 |
| 1178 | Geoff Lawson             | 11.11   | 27.76  | 0.400 |
| 1179 | Richard Illingworth      | 11.33   | 28.32  | 0.400 |
| 1180 | Mohammad Sami            | 11.62   | 29.10  | 0.399 |
| 1181 | Vernon Philander         | 12.58   | 31.50  | 0.399 |
| 1182 | Max Walker               | 9.87    | 24.91  | 0.396 |
| 1183 | Waqar Younis             | 10.30   | 26.04  | 0.395 |
| 1184 | Damien Fleming           | 11.69   | 29.58  | 0.395 |
| 1185 | Pubudu Dassanayake       | 10.62   | 26.93  | 0.394 |
| 1186 | Shaun Tait               | 12.50   | 31.70  | 0.394 |
| 1187 | Tim Zoehrer              | 10.83   | 27.52  | 0.393 |
| 1188 | John Traicos             | 11.00   | 28.19  | 0.390 |
| 1189 | Seekkuge Prasanna        | 12.38   | 31.76  | 0.389 |
| 1190 | Tauseef Ahmed            | 10.54   | 27.05  | 0.389 |
| 1191 | Andy Roberts             | 10.04   | 25.77  | 0.389 |
| 1192 | Malinga Bandara          | 12.30   | 31.60  | 0.389 |
| 1193 | Richard Ellison          | 10.75   | 27.69  | 0.388 |
| 1194 | Enamul Haque             | 11.23   | 29.08  | 0.386 |
| 1195 | Zaheer Khan              | 12.00   | 31.06  | 0.386 |
| 1196 | Nathan Bracken           | 11.64   | 30.17  | 0.385 |
| 1197 | Matthew Parker           | 9.83    | 25.49  | 0.385 |
| 1198 | Sunil Narine             | 11.00   | 28.71  | 0.383 |
| 1199 | Craig Matthews           | 10.84   | 28.44  | 0.381 |
| 1200 | Paul Hitchcock           | 10.25   | 27.01  | 0.379 |
| 1201 | Lakshmipathy Balaji      | 12.00   | 31.80  | 0.377 |
| 1202 | Aaqib Javed              | 10.68   | 28.30  | 0.377 |
| 1203 | Venkat                   | 10.80   | 28.82  | 0.374 |
| 1204 | Chris Jordan             | 12.14   | 32.43  | 0.374 |
| 1205 | Craig Cumming            | 13.41   | 35.97  | 0.372 |
| 1206 | Meyrick Pringle          | 9.60    | 25.77  | 0.372 |
| 1207 | Ian Butler               | 10.50   | 28.20  | 0.372 |
| 1208 | Don Anurasiri            | 10.33   | 27.85  | 0.370 |
| 1209 | Hendrik-Jan Mol          | 8.37    | 22.59  | 0.370 |
| 1210 | Ramesh Powar             | 11.64   | 31.41  | 0.370 |
| 1211 | Stephen Boock            | 10.00   | 27.01  | 0.370 |
| 1212 | Alex Wharf               | 9.50    | 25.81  | 0.368 |
| 1213 | Sarfraz Nawaz            | 9.60    | 26.16  | 0.367 |
| 1214 | Javagal Srinath          | 10.63   | 29.14  | 0.364 |
| 1215 | Mushtaq Ahmed            | 9.50    | 26.10  | 0.363 |
| 1216 | Mluleki Nkala            | 10.80   | 29.81  | 0.362 |
| 1217 | Erv McSweeney            | 8.11    | 22.42  | 0.361 |
| 1218 | Jeffrey Vandersay        | 11.14   | 30.89  | 0.360 |
| 1219 | Tabraiz Shamsi           | 12.00   | 33.27  | 0.360 |
| 1220 | Sanjeev Sharma           | 10.00   | 27.73  | 0.360 |
| 1221 | Rajesh Chauhan           | 10.15   | 28.17  | 0.360 |
