+--------------------------+--------------------------+-------+
| Batter                   | Fielder                  | Count |
| Sir Alastair Cook        | George Bailey            | 1     |
| Ian Bell                 | Aaron Finch              | 1     |
| Ben Stokes               | Shaun Marsh              | 1     |
| Joe Root                 | Xavier Doherty           | 1     |
| Eoin Morgan              | Shane Watson             | 1     |
| Jos Buttler              | Clinton McKay            | 1     |
| Ruvindu Gunasekera       | Ahsan Malik              | 1     |
| Nitish Kumar             | Ahsan Malik              | 1     |
| Trevin Bastiampillai     | Michael Swart            | 1     |
| Usman Limbada            | Mudassar Bukhari         | 1     |
| Khurram Chauhan          | Ben Cooper               | 1     |
| Virat Kohli              | Jimmy Neesham            | 1     |
| Ajinkya Rahane           | Tim Southee              | 1     |
| Ravichandran Ashwin      | Hamish Bennett           | 1     |
| Ragheb Aga               | Preston Mommsen          | 1     |
| Collins Obuya            | Robert Taylor            | 1     |
| Matt Machan              | Elijah Otieno            | 1     |
| Preston Mommsen          | Rakep Patel              | 1     |
| Jesse Ryder              | Ajinkya Rahane           | 1     |
| Ross Taylor              | Shikhar Dhawan           | 1     |
| Shikhar Dhawan           | Nathan McCullum          | 1     |
| Ambati Rayudu            | Kane Williamson          | 1     |
| Mahendra Dhoni           | Jimmy Neesham            | 1     |
| Ravi Jadeja              | Martin Guptill           | 1     |
| Matt Machan              | Amjad Ali                | 1     |
| Vikrant Shetty           | Preston Mommsen          | 1     |
| Amjad Javed              | Freddie Coleman          | 1     |
| Ahmed Raza               | Majid Haq                | 1     |
| Kamran Shazad            | Matt Machan              | 1     |
| Kumar Sangakkara         | Arafat Sunny             | 1     |
| Anamul Haque             | Angelo Mathews           | 1     |
| Mominul Haque            | Tillakaratne Dilshan     | 1     |
| Nasir Hossain            | Angelo Mathews           | 1     |
| Mahmudullah              | Ashan Priyanjan          | 1     |
| Sohag Gazi               | Kithuruwan Vithanage     | 1     |
| Kusal Perera             | Shamsur Rahman           | 1     |
| Kumar Sangakkara         | Mahmudullah              | 1     |
| Dinesh Chandimal         | Shamsur Rahman           | 1     |
| Shamsur Rahman           | Sachithra Senanayake     | 1     |
| Shakib Al Hasan          | Sachithra Senanayake     | 1     |
| Nasir Hossain            | Kithuruwan Vithanage     | 1     |
| Mashrafe Mortaza         | Tissara Perera           | 1     |
| Shamsur Rahman           | Angelo Perera            | 1     |
| Naeem Islam              | Dammika Prasad           | 1     |
| Nasir Hossain            | Ashan Priyanjan          | 1     |
| Mahmudullah              | Lahiru Thirimanne        | 1     |
| Lahiru Thirimanne        | Shamsur Rahman           | 1     |
| Ed Joyce                 | Jason Holder             | 1     |
| Gary Wilson              | Kirk Edwards             | 1     |
| Stuart Thompson          | Kieran Powell            | 1     |
| Dwayne Bravo             | Stuart Thompson          | 1     |
| Tissara Perera           | Ahmed Shehzad            | 1     |
| Sharjeel Khan            | Angelo Mathews           | 1     |
| Sohaib Maqsood           | Chaturanga de Silva      | 1     |
| Misbah-ul-Haq            | Sachithra Senanayake     | 1     |
| Umar Gul                 | Chaturanga de Silva      | 1     |
| Naeem Islam              | Ravichandran Ashwin      | 1     |
| Ziaur Rahman             | Varun Aaron              | 1     |
| Sharjeel Khan            | Noor Ali Zadran          | 1     |
| Mohammad Hafeez          | Mohammad Nabi            | 1     |
| Sohaib Maqsood           | Asghar Stanikzai         | 1     |
| Anwar Ali                | Nawroz Mangal            | 1     |
| Asghar Stanikzai         | Mohammad Hafeez          | 1     |
| Shapoor Zadran           | Saeed Ajmal              | 1     |
| Ajinkya Rahane           | Lahiru Thirimanne        | 1     |
| Ambati Rayudu            | Kusal Perera             | 1     |
| Dinesh Karthik           | Chaturanga de Silva      | 1     |
| Sachithra Senanayake     | Rohit Sharma             | 1     |
| Kieran Powell            | Chris Jordan             | 1     |
| Lendl Simmons            | Moeen Ali                | 1     |
| Michael Lumb             | Dwayne Bravo             | 1     |
| Moeen Ali                | Sunil Narine             | 1     |
| Luke Wright              | Dwayne Bravo             | 1     |
| Jos Buttler              | Jason Holder             | 1     |
| Mohammad Nabi            | Nasir Hossain            | 1     |
| Nasir Hossain            | Samiullah Shenwari       | 1     |
| Naeem Islam              | Nawroz Mangal            | 1     |
| Rubel Hossain            | Nawroz Mangal            | 1     |
| Ajinkya Rahane           | Mohammad Hafeez          | 1     |
| Dinesh Karthik           | Saeed Ajmal              | 1     |
| Mohammed Shami           | Sohaib Maqsood           | 1     |
| Ahmed Shehzad            | Ravichandran Ashwin      | 1     |
| Umar Akmal               | Ravi Jadeja              | 1     |
| Umar Gul                 | Ajinkya Rahane           | 1     |
| Mohammad Talha           | Ravi Jadeja              | 1     |
| Dwayne Smith             | Luke Wright              | 1     |
| Kirk Edwards             | James Tredwell           | 1     |
| Lendl Simmons            | Ben Stokes               | 1     |
| Ravi Rampaul             | Michael Lumb             | 1     |
| Moeen Ali                | Nikita Miller            | 1     |
| Mahela Jayawardene       | Mohammad Nabi            | 1     |
| Chaturanga de Silva      | Mirwais Ashraf           | 1     |
| Noor Ali Zadran          | Chaturanga de Silva      | 1     |
| Samiullah Shenwari       | Lahiru Thirimanne        | 1     |
| Najibullah Zadaran       | Angelo Mathews           | 1     |
| Mirwais Ashraf           | Tissara Perera           | 1     |
| Anamul Haque             | Ahmed Shehzad            | 1     |
| Mominul Haque            | Mohammad Hafeez          | 1     |
| Abdur Rehman             | Ziaur Rahman             | 1     |
| Noor Ali Zadran          | Virat Kohli              | 1     |
| Asghar Stanikzai         | Amit Mishra              | 1     |
| Mirwais Ashraf           | Virat Kohli              | 1     |
| Michael Lumb             | Sunil Narine             | 1     |
| Ben Stokes               | Ravi Rampaul             | 1     |
| Joe Root                 | Darren Bravo             | 1     |
| Dwayne Smith             | Moeen Ali                | 1     |
| Darren Bravo             | Ravi Bopara              | 1     |
| Daren Sammy              | Ben Stokes               | 1     |
| Anamul Haque             | Lahiru Thirimanne        | 1     |
| Shakib Al Hasan          | Angelo Mathews           | 1     |
| Nasir Hossain            | Mahela Jayawardene       | 1     |
| Lahiru Thirimanne        | Rubel Hossain            | 1     |
| Kumar Sangakkara         | Nasir Hossain            | 1     |
| Sharjeel Khan            | Tissara Perera           | 1     |
| Misbah-ul-Haq            | Kusal Perera             | 1     |
| Umar Akmal               | Ashan Priyanjan          | 1     |
| Mahela Jayawardene       | Sharjeel Khan            | 1     |
| Babar Hayat              | Rahmat Shah              | 1     |
| Usman Ghani              | Ankur Sharma             | 1     |
| Samiullah Shenwari       | Ehsan Nawaz              | 1     |
| Salman Faris             | Dawlat Zadran            | 1     |
| Khurram Khan             | Shapoor Zadran           | 1     |
| Irfan Sajid              | Usman Ghani              | 1     |
| Mohammad Naveed          | Hamza Hotak              | 1     |
| Ahmed Raza               | Samiullah Shenwari       | 1     |
| Shaiman Anwar            | Babar Hayat              | 1     |
| Ahmed Raza               | Haseeb Amjad             | 1     |
| Kusal Perera             | Kevin O'Brien            | 1     |
| Kithuruwan Vithanage     | Ed Joyce                 | 1     |
| Ashan Priyanjan          | Ed Joyce                 | 1     |
| Sachithra Senanayake     | George Dockrell          | 1     |
| Kevin O'Brien            | Sachithra Senanayake     | 1     |
| Sir Alastair Cook        | Calum MacLeod            | 1     |
| Jos Buttler              | Robert Taylor            | 1     |
| Ravi Bopara              | Calum MacLeod            | 1     |
| Joe Root                 | Robert Taylor            | 1     |
| Matt Machan              | Ian Bell                 | 1     |
| Michael Leask            | James Anderson           | 1     |
| Robert Taylor            | Chris Jordan             | 1     |
| Josh Davey               | Harry Gurney             | 1     |
| Iain Wardlaw             | Chris Jordan             | 1     |
| Gary Ballance            | Dinesh Chandimal         | 1     |
| Tillakaratne Dilshan     | Gary Ballance            | 1     |
| Angelo Mathews           | Sir Alastair Cook        | 1     |
| Sachithra Senanayake     | Ian Bell                 | 1     |
| Lahiru Thirimanne        | James Tredwell           | 1     |
| Angelo Mathews           | Ravi Bopara              | 1     |
| Dinesh Chandimal         | Ravi Bopara              | 1     |
| Nuwan Kulasekara         | Joe Root                 | 1     |
| Eoin Morgan              | Dinesh Chandimal         | 1     |
| Jos Buttler              | Sachithra Senanayake     | 1     |
| James Tredwell           | Nuwan Kulasekara         | 1     |
| Dinesh Chandimal         | Ian Bell                 | 1     |
| Nuwan Kulasekara         | James Tredwell           | 1     |
| Lahiru Thirimanne        | Gary Ballance            | 1     |
| Sachithra Senanayake     | Sir Alastair Cook        | 1     |
| Joe Root                 | Ajantha Mendis           | 1     |
| Chris Jordan             | Tillakaratne Dilshan     | 1     |
| Eoin Morgan              | Mahela Jayawardene       | 1     |
| Kumar Sangakkara         | Chris Jordan             | 1     |
| Anamul Haque             | Ambati Rayudu            | 1     |
| Mushfiqur Rahim          | Ajinkya Rahane           | 1     |
| Nasir Hossain            | Ajinkya Rahane           | 1     |
| Ziaur Rahman             | Suresh Raina             | 1     |
| Ajinkya Rahane           | Ziaur Rahman             | 1     |
| Robin Uthappa            | Ziaur Rahman             | 1     |
| Umesh Yadav              | Nasir Hossain            | 1     |
| Anamul Haque             | Ajinkya Rahane           | 1     |
| Mithun Ali               | Akshar Patel             | 1     |
| Mahmudullah              | Ambati Rayudu            | 1     |
| Ziaur Rahman             | Akshar Patel             | 1     |
| Robin Uthappa            | Nasir Hossain            | 1     |
| Manoj Tiwary             | Anamul Haque             | 1     |
| AB de Villiers           | Nuwan Kulasekara         | 1     |
| Jean-Paul Duminy         | Tillakaratne Dilshan     | 1     |
| Kusal Perera             | Morn? Morkel             | 1     |
| Ashan Priyanjan          | Jacques Kallis           | 1     |
| Ajantha Mendis           | Ryan McLaren             | 1     |
| Kusal Perera             | Hashim Amla              | 1     |
| Lahiru Thirimanne        | Hashim Amla              | 1     |
| Ashan Priyanjan          | Jean-Paul Duminy         | 1     |
| Nuwan Kulasekara         | AB de Villiers           | 1     |
| Lasith Malinga           | Morn? Morkel             | 1     |
| David Miller             | Sachithra Senanayake     | 1     |
| Ryan McLaren             | Nuwan Kulasekara         | 1     |
| Quinton de Kock          | Ajantha Mendis           | 1     |
| AB de Villiers           | Ashan Priyanjan          | 1     |
| Kusal Perera             | AB de Villiers           | 1     |
| Sachithra Senanayake     | Jacques Kallis           | 1     |
| Usman Ghani              | Elton Chigumbura         | 1     |
| Hashmatullah Shahidi     | Sikandar Raza            | 1     |
| Mohammad Nabi            | Sikandar Raza            | 1     |
| Shafiqullah Shinwari     | Sikandar Raza            | 1     |
| Samiullah Shenwari       | Hamilton Masakadza       | 1     |
| Mohammad Nabi            | Shingirai Masakadza      | 1     |
| Shafiqullah Shinwari     | Sean Williams            | 1     |
| Sikandar Raza            | Dawlat Zadran            | 1     |
| Hamilton Masakadza       | Nasir Ahmadzai           | 1     |
| Sean Williams            | Mohammad Nabi            | 1     |
| Timycen Maruma           | Samiullah Shenwari       | 1     |
| Usman Ghani              | Natsai M'shangwe         | 1     |
| Noor Ali Zadran          | Tendai Chatara           | 1     |
| Samiullah Shenwari       | Tafadzwa Kamungozi       | 1     |
| Nasir Ahmadzai           | Tafadzwa Kamungozi       | 1     |
| Javed Ahmadi             | Brendan Taylor           | 1     |
| Mohammad Nabi            | Elton Chigumbura         | 1     |
| Shafiqullah Shinwari     | Brendan Taylor           | 1     |
| Mirwais Ashraf           | Malcolm Waller           | 1     |
| Dawlat Zadran            | Sean Williams            | 1     |
| Aftab Alam               | Brendan Taylor           | 1     |
| Regis Chakabva           | Mohammad Nabi            | 1     |
| Brendan Taylor           | Aftab Alam               | 1     |
| Shingirai Masakadza      | Dawlat Zadran            | 1     |
| Quinton de Kock          | Brendan Taylor           | 1     |
| Faf du Plessis           | Vusimuzi Sibanda         | 1     |
| AB de Villiers           | Sean Williams            | 1     |
| Hamilton Masakadza       | Faf du Plessis           | 1     |
| Sean Williams            | Faf du Plessis           | 1     |
| Neville Madziva          | Jean-Paul Duminy         | 1     |
| Quinton de Kock          | Elton Chigumbura         | 1     |
| Ryan McLaren             | Elton Chigumbura         | 1     |
| Wayne Parnell            | Sean Williams            | 1     |
| Kyle Abbott              | Sikandar Raza            | 1     |
| Aaron Phangiso           | John Nyumbu              | 1     |
| Sean Williams            | Wayne Parnell            | 1     |
| Elton Chigumbura         | Jean-Paul Duminy         | 1     |
| Luke Jongwe              | Hashim Amla              | 1     |
| Mushfiqur Rahim          | Sunil Narine             | 1     |
| Mashrafe Mortaza         | Kieron Pollard           | 1     |
| Chris Gayle              | Al-Amin Hossain          | 1     |
| Dwayne Bravo             | Sohag Gazi               | 1     |
| Kieron Pollard           | Mahmudullah              | 1     |
| Richmond Mutumbami       | Rilee Rossouw            | 1     |
| Sikandar Raza            | Aaron Phangiso           | 1     |
| John Nyumbu              | Faf du Plessis           | 1     |
| Quinton de Kock          | Sean Williams            | 1     |
| Tamim Iqbal              | Chris Gayle              | 1     |
| Imrul Kayes              | Lendl Simmons            | 1     |
| Sohag Gazi               | Kirk Edwards             | 1     |
| Dinesh Chandimal         | Wahab Riaz               | 1     |
| Younis Khan              | Nuwan Kulasekara         | 1     |
| Fawad Alam               | Ashan Priyanjan          | 1     |
| Mitchell Marsh           | Sikandar Raza            | 1     |
| George Bailey            | Prosper Utseya           | 1     |
| Glenn Maxwell            | Tino Mawoyo              | 1     |
| Sikandar Raza            | Mitchell Marsh           | 1     |
| Brendan Taylor           | Aaron Finch              | 1     |
| Sean Williams            | Glenn Maxwell            | 1     |
| Prosper Utseya           | Mitchell Starc           | 1     |
| John Nyumbu              | James Faulkner           | 1     |
| Darren Bravo             | Imrul Kayes              | 1     |
| Denesh Ramdin            | Nasir Hossain            | 1     |
| Kieron Pollard           | Tamim Iqbal              | 1     |
| Daren Sammy              | Abdur Razzak             | 1     |
| Jason Holder             | Nasir Hossain            | 1     |
| Anamul Haque             | Daren Sammy              | 1     |
| Imrul Kayes              | Kemar Roach              | 1     |
| Mominul Haque            | Daren Sammy              | 1     |
| Nasir Hossain            | Kemar Roach              | 1     |
| Angelo Mathews           | Mohammad Hafeez          | 1     |
| Sharjeel Khan            | Rangana Herath           | 1     |
| Fawad Alam               | Angelo Mathews           | 1     |
| Wahab Riaz               | Rangana Herath           | 1     |
| Glenn Maxwell            | AB de Villiers           | 1     |
| Brad Haddin              | Hashim Amla              | 1     |
| Rohit Sharma             | Chris Woakes             | 1     |
| Suresh Raina             | James Anderson           | 1     |
| Alex Hales               | Ravichandran Ashwin      | 1     |
| Eoin Morgan              | Mohammed Shami           | 1     |
| Jos Buttler              | Virat Kohli              | 1     |
| Ben Stokes               | Ajinkya Rahane           | 1     |
| James Tredwell           | Ravi Jadeja              | 1     |
| Quinton de Kock          | Tendai Chatara           | 1     |
| Faf du Plessis           | Sikandar Raza            | 1     |
| Rilee Rossouw            | John Nyumbu              | 1     |
| Kyle Abbott              | Elton Chigumbura         | 1     |
| Malcolm Waller           | Rilee Rossouw            | 1     |
| Elton Chigumbura         | Rilee Rossouw            | 1     |
| Ahmed Shehzad            | Tissara Perera           | 1     |
| Sharjeel Khan            | Mahela Jayawardene       | 1     |
| Shahid Afridi            | Tissara Perera           | 1     |
| Saeed Ajmal              | Mahela Jayawardene       | 1     |
| Kumar Sangakkara         | Mohammad Hafeez          | 1     |
| Ben Stokes               | Suresh Raina             | 1     |
| Chris Woakes             | Mohit Sharma             | 1     |
| Phillip Hughes           | John Nyumbu              | 1     |
| Mitchell Marsh           | Prosper Utseya           | 1     |
| Brad Haddin              | Malcolm Waller           | 1     |
| James Faulkner           | John Nyumbu              | 1     |
| Sean Williams            | Michael Clarke           | 1     |
| Phillip Hughes           | David Miller             | 1     |
| Brad Haddin              | Aaron Phangiso           | 1     |
| Quinton de Kock          | Steven Smith             | 1     |
| AB de Villiers           | George Bailey            | 1     |
| Ryan McLaren             | Steven Smith             | 1     |
| Imran Tahir              | Mitchell Marsh           | 1     |
| Sir Alastair Cook        | Suresh Raina             | 1     |
| Gary Ballance            | Ajinkya Rahane           | 1     |
| Joe Root                 | Dhawal Kulkarni          | 1     |
| Hashim Amla              | Elton Chigumbura         | 1     |
| Hamilton Masakadza       | AB de Villiers           | 1     |
| Prosper Utseya           | Hashim Amla              | 1     |
| Alex Hales               | Ajinkya Rahane           | 1     |
| Moeen Ali                | Umesh Yadav              | 1     |
| Joe Root                 | Ravichandran Ashwin      | 1     |
| Ajinkya Rahane           | Eoin Morgan              | 1     |
| Ambati Rayudu            | Sir Alastair Cook        | 1     |
| Mohammed Shami           | Alex Hales               | 1     |
| Steven Smith             | David Miller             | 1     |
| James Faulkner           | David Miller             | 1     |
| Mitchell Johnson         | Aaron Phangiso           | 1     |
| Hashim Amla              | George Bailey            | 1     |
| Quinton de Kock          | George Bailey            | 1     |
| Faf du Plessis           | James Faulkner           | 1     |
| Calum MacLeod            | John Anderson            | 1     |
| Michael Leask            | Andrew Poynter           | 1     |
| Alasdair Evans           | Craig Young              | 1     |
| Andrew Poynter           | Hamish Gardiner          | 1     |
| John Mooney              | Richie Berrington        | 1     |
| Matthew Cross            | Max Sorensen             | 1     |
| Aaron Finch              | Ahmed Shehzad            | 1     |
| David Warner             | Umar Akmal               | 1     |
| George Bailey            | Shahid Afridi            | 1     |
| Glenn Maxwell            | Mohammad Irfan           | 1     |
| Sean Abbott              | Anwar Ali                | 1     |
| Fawad Alam               | David Warner             | 1     |
| Shahid Afridi            | James Faulkner           | 1     |
| Ambati Rayudu            | Sulieman Benn            | 1     |
| Bhuvneshwar Kumar        | Daren Sammy              | 1     |
| Mohit Sharma             | Jerome Taylor            | 1     |
| Sarfraz Ahmed            | Glenn Maxwell            | 1     |
| Asad Shafiq              | Mitchell Johnson         | 1     |
| Umar Akmal               | Steven Smith             | 1     |
| Zulfiqar Babar           | Glenn Maxwell            | 1     |
| David Warner             | Mohammad Irfan           | 1     |
| Glenn Maxwell            | Asad Shafiq              | 1     |
| Ajinkya Rahane           | Dwayne Bravo             | 1     |
| Ambati Rayudu            | Daren Sammy              | 1     |
| Bhuvneshwar Kumar        | Kieron Pollard           | 1     |
| Denesh Ramdin            | Suresh Raina             | 1     |
| Jerome Taylor            | Bhuvneshwar Kumar        | 1     |
| Aaron Finch              | Mohammad Irfan           | 1     |
| George Bailey            | Ahmed Shehzad            | 1     |
| Glenn Maxwell            | Umar Amin                | 1     |
| James Faulkner           | Umar Amin                | 1     |
| Fawad Alam               | Steven Smith             | 1     |
| Sohaib Maqsood           | David Warner             | 1     |
| Anwar Ali                | Glenn Maxwell            | 1     |
| Mohammad Irfan           | James Faulkner           | 1     |
| Ravi Jadeja              | Andre Russell            | 1     |
| Dwayne Smith             | Mohammed Shami           | 1     |
| Kieron Pollard           | Shikhar Dhawan           | 1     |
| Denesh Ramdin            | Akshar Patel             | 1     |
| Jason Holder             | Suresh Raina             | 1     |
| Brendon McCullum         | Imran Tahir              | 1     |
| Kyle Mills               | Vernon Philander         | 1     |
| Quinton de Kock          | Tom Latham               | 1     |
| Rilee Rossouw            | Dean Brownlie            | 1     |
| Vernon Philander         | Dean Brownlie            | 1     |
| Martin Guptill           | Rilee Rossouw            | 1     |
| Tom Latham               | Hashim Amla              | 1     |
| Corey Anderson           | David Miller             | 1     |
| Luke Ronchi              | Faf du Plessis           | 1     |
| Hashim Amla              | Nathan McCullum          | 1     |
| Virat Kohli              | Tissara Perera           | 1     |
| Ambati Rayudu            | Tissara Perera           | 1     |
| Seekkuge Prasanna        | Ajinkya Rahane           | 1     |
| Angelo Mathews           | Akshar Patel             | 1     |
| Tissara Perera           | Ishant Sharma            | 1     |
| Kumar Sangakkara         | Shikhar Dhawan           | 1     |
| Mahela Jayawardene       | Ambati Rayudu            | 1     |
| Seekkuge Prasanna        | Ambati Rayudu            | 1     |
| Shikhar Dhawan           | Ashan Priyanjan          | 1     |
| Virat Kohli              | Suraj Randiv             | 1     |
| Babar Hayat              | Mahuru Dai               | 1     |
| Aizaz Khan               | Charles Amini            | 1     |
| Tanvir Afzal             | Pipi Raho                | 1     |
| Asad Vala                | Waqas Barkat             | 1     |
| Lega Siaka               | Haseeb Amjad             | 1     |
| Waqas Barkat             | Lega Siaka               | 1     |
| Haseeb Amjad             | Chris Amini              | 1     |
| Tanvir Afzal             | Lega Siaka               | 1     |
| Nadeem Ahmed             | Tony Ura                 | 1     |
| Asad Vala                | Babar Hayat              | 1     |
| Mahuru Dai               | Aizaz Khan               | 1     |
| Jack Vare                | Nadeem Ahmed             | 1     |
| Tillakaratne Dilshan     | Ajinkya Rahane           | 1     |
| Ashan Priyanjan          | Umesh Yadav              | 1     |
| Chaturanga de Silva      | Shikhar Dhawan           | 1     |
| Nuwan Kulasekara         | Ajinkya Rahane           | 1     |
| Virat Kohli              | Lahiru Gamage            | 1     |
| Suresh Raina             | Mahela Jayawardene       | 1     |
| Kusal Perera             | Karn Sharma              | 1     |
| Tillakaratne Dilshan     | Suresh Raina             | 1     |
| Dinesh Chandimal         | Suresh Raina             | 1     |
| Nuwan Kulasekara         | Ambati Rayudu            | 1     |
| David Warner             | Ryan McLaren             | 1     |
| Shane Watson             | Morn? Morkel             | 1     |
| Glenn Maxwell            | Faf du Plessis           | 1     |
| Faf du Plessis           | Mitchell Marsh           | 1     |
| David Miller             | Mitchell Marsh           | 1     |
| Imran Tahir              | David Warner             | 1     |
| Aaron Finch              | Morn? Morkel             | 1     |
| Steven Smith             | Imran Tahir              | 1     |
| Mitchell Marsh           | Morn? Morkel             | 1     |
| Nathan Coulter-Nile      | Faf du Plessis           | 1     |
| Quinton de Kock          | Shane Watson             | 1     |
| Rilee Rossouw            | Steven Smith             | 1     |
| Vernon Philander         | Mitchell Johnson         | 1     |
| Niroshan Dickwella       | Ambati Rayudu            | 1     |
| Dinesh Chandimal         | Rohit Sharma             | 1     |
| Mahela Jayawardene       | Ajinkya Rahane           | 1     |
| Lahiru Thirimanne        | Ambati Rayudu            | 1     |
| Tissara Perera           | Kedar Jadhav             | 1     |
| Robin Uthappa            | Angelo Mathews           | 1     |
| David Warner             | AB de Villiers           | 1     |
| Shane Watson             | David Miller             | 1     |
| Mitchell Marsh           | AB de Villiers           | 1     |
| Vernon Philander         | Aaron Finch              | 1     |
| Dale Steyn               | Mitchell Marsh           | 1     |
| Hashim Amla              | Patrick Cummins          | 1     |
| AB de Villiers           | Steven Smith             | 1     |
| Aaron Finch              | Faf du Plessis           | 1     |
| Glenn Maxwell            | Hashim Amla              | 1     |
| Matthew Wade             | Ryan McLaren             | 1     |
| Anamul Haque             | Elton Chigumbura         | 1     |
| Mahmudullah              | Tafadzwa Kamungozi       | 1     |
| Shakib Al Hasan          | Tinashe Panyangara       | 1     |
| Mushfiqur Rahim          | Solomon Mire             | 1     |
| Vusimuzi Sibanda         | Rubel Hossain            | 1     |
| Elton Chigumbura         | Sabbir Rahman            | 1     |
| John Nyumbu              | Mahmudullah              | 1     |
| Rilee Rossouw            | George Bailey            | 1     |
| David Miller             | Patrick Cummins          | 1     |
| Farhaan Behardien        | Steven Smith             | 1     |
| David Warner             | Robin Peterson           | 1     |
| Aaron Finch              | Rilee Rossouw            | 1     |
| Shane Watson             | Rilee Rossouw            | 1     |
| Steven Smith             | Rilee Rossouw            | 1     |
| Glenn Maxwell            | Farhaan Behardien        | 1     |
| George Bailey            | Rilee Rossouw            | 1     |
| Anamul Haque             | Vusimuzi Sibanda         | 1     |
| Sabbir Rahman            | Tafadzwa Kamungozi       | 1     |
| Mahmudullah              | Tinashe Panyangara       | 1     |
| Solomon Mire             | Arafat Sunny             | 1     |
| Regis Chakabva           | Mashrafe Mortaza         | 1     |
| Mominul Haque            | Timycen Maruma           | 1     |
| Sabbir Rahman            | Timycen Maruma           | 1     |
| Vusimuzi Sibanda         | Arafat Sunny             | 1     |
| Timycen Maruma           | Mashrafe Mortaza         | 1     |
| Angelo Mathews           | Ben Stokes               | 1     |
| Ravi Bopara              | Kusal Perera             | 1     |
| Imrul Kayes              | Brendan Taylor           | 1     |
| Shakib Al Hasan          | Timycen Maruma           | 1     |
| Mushfiqur Rahim          | Elton Chigumbura         | 1     |
| Sabbir Rahman            | Regis Chakabva           | 1     |
| Abul Hasan               | Elton Chigumbura         | 1     |
| Solomon Mire             | Mahmudullah              | 1     |
| Regis Chakabva           | Jubair Hossain           | 1     |
| Elton Chigumbura         | Abul Hasan               | 1     |
| Nawroz Mangal            | Manjula Guruge           | 1     |
| Afsar Zazai              | Amjad Javed              | 1     |
| Mohammad Nabi            | Mohammad Tauqir          | 1     |
| Gulbadeen Naib           | Mohammad Tauqir          | 1     |
| Andri Berenger           | Javed Ahmadi             | 1     |
| Swapnil Patil            | Usman Ghani              | 1     |
| Sir Alastair Cook        | Kusal Perera             | 1     |
| Ian Bell                 | Tissara Perera           | 1     |
| Eoin Morgan              | Lahiru Thirimanne        | 1     |
| Ravi Bopara              | Angelo Mathews           | 1     |
| Tillakaratne Dilshan     | Chris Woakes             | 1     |
| Afsar Zazai              | Mohammad Naveed          | 1     |
| Mohammad Nabi            | Khurram Khan             | 1     |
| Samiullah Shenwari       | Mohammad Shehzad         | 1     |
| Gulbadeen Naib           | Saqib Ali                | 1     |
| Amjad Ali                | Hamid Hassan             | 1     |
| Vusimuzi Sibanda         | Mashrafe Mortaza         | 1     |
| Tafadzwa Kamungozi       | Mahmudullah              | 1     |
| Tamim Iqbal              | Solomon Mire             | 1     |
| Anamul Haque             | Hamilton Masakadza       | 1     |
| Soumya Sarkar            | Sikandar Raza            | 1     |
| Andri Berenger           | Fareed Ahmad             | 1     |
| Shaiman Anwar            | Shapoor Zadran           | 1     |
| Afsar Zazai              | Amjad Ali                | 1     |
| Asghar Stanikzai         | Rohan Mustafa            | 1     |
| Shafiqullah Shinwari     | Karate Krishnachandran   | 1     |
| Dawlat Zadran            | Andri Berenger           | 1     |
| Kusal Perera             | Eoin Morgan              | 1     |
| Thilina Kandamby         | Chris Jordan             | 1     |
| Jeewan Mendis            | Steven Finn              | 1     |
| Tissara Perera           | Moeen Ali                | 1     |
| Alex Hales               | Ajantha Mendis           | 1     |
| Amjad Ali                | Shapoor Zadran           | 1     |
| Andri Berenger           | Mirwais Ashraf           | 1     |
| Shaiman Anwar            | Nawroz Mangal            | 1     |
| Saqlain Haider           | Dawlat Zadran            | 1     |
| Mohammad Naveed          | Samiullah Shenwari       | 1     |
| Javed Ahmadi             | Saqib Ali                | 1     |
| Hamid Hassan             | Ahmed Raza               | 1     |
| Shapoor Zadran           | Karate Krishnachandran   | 1     |
| Alex Hales               | Mahela Jayawardene       | 1     |
| James Taylor             | Kusal Perera             | 1     |
| Jos Buttler              | Mahela Jayawardene       | 1     |
| Chris Jordan             | Tissara Perera           | 1     |
| Kumar Sangakkara         | Chris Woakes             | 1     |
| Dean Brownlie            | Ahmed Shehzad            | 1     |
| Luke Ronchi              | Younis Khan              | 1     |
| Asad Shafiq              | Anton Devcich            | 1     |
| Younis Khan              | Dean Brownlie            | 1     |
| Misbah-ul-Haq            | Daniel Vettori           | 1     |
| Sarfraz Ahmed            | Adam Milne               | 1     |
| Kumar Sangakkara         | Joe Root                 | 1     |
| Mahela Jayawardene       | Chris Jordan             | 1     |
| James Taylor             | Ajantha Mendis           | 1     |
| Mohammad Hafeez          | Tom Latham               | 1     |
| Haris Sohail             | Ross Taylor              | 1     |
| Shahid Afridi            | Daniel Vettori           | 1     |
| Wahab Riaz               | Ross Taylor              | 1     |
| Tom Latham               | Sohail Tanvir            | 1     |
| Luke Ronchi              | Sohail Tanvir            | 1     |
| Mahela Jayawardene       | James Taylor             | 1     |
| Tillakaratne Dilshan     | Ravi Bopara              | 1     |
| Seekkuge Prasanna        | Eoin Morgan              | 1     |
| James Tredwell           | Tillakaratne Dilshan     | 1     |
| Younis Khan              | Corey Anderson           | 1     |
| Shahid Afridi            | Kane Williamson          | 1     |
| Haris Sohail             | Kane Williamson          | 1     |
| Martin Guptill           | Shahid Afridi            | 1     |
