+-------+-------------------------------+---------+--------+-------+
| Rank  | Batsman                       | Average | Others | Ratio |
| 5918  | Rhodri Thomas                 | 23.92   | 23.34  | 1.024 |
| 5919  | Hardeep Singh                 | 29.45   | 28.74  | 1.024 |
| 5920  | Frank Chester                 | 23.95   | 23.38  | 1.024 |
| 5921  | Shabbir Khan                  | 24.91   | 24.32  | 1.024 |
| 5922  | Vaibhav Rawal                 | 30.40   | 29.68  | 1.024 |
| 5923  | Mayank Tehlan                 | 30.20   | 29.50  | 1.023 |
| 5924  | Thilina Rajakaruna            | 20.82   | 20.33  | 1.023 |
| 5925  | Vic Marks                     | 30.29   | 29.59  | 1.023 |
| 5926  | Martinus Smit                 | 24.54   | 23.97  | 1.023 |
| 5927  | Ian Cockbain                  | 29.82   | 29.13  | 1.023 |
| 5928  | Anton Devcich                 | 30.06   | 29.37  | 1.023 |
| 5929  | Adam Duncan                   | 13.60   | 13.29  | 1.023 |
| 5930  | Bert Hopkins                  | 25.40   | 24.82  | 1.023 |
| 5931  | Stephen Gill                  | 29.44   | 28.77  | 1.023 |
| 5932  | Kamran Hussain                | 25.50   | 24.92  | 1.023 |
| 5933  | Johnny Briggs                 | 18.27   | 17.86  | 1.023 |
| 5934  | Courtney Browne               | 27.76   | 27.13  | 1.023 |
| 5935  | Thushira de Silva             | 23.18   | 22.66  | 1.022 |
| 5936  | Jack Meyer                    | 23.69   | 23.17  | 1.022 |
| 5937  | William Nichol                | 23.27   | 22.76  | 1.022 |
| 5938  | Pratik Desai                  | 31.10   | 30.41  | 1.022 |
| 5939  | Angus Robson                  | 30.19   | 29.52  | 1.022 |
| 5940  | Chris Lewis                   | 30.73   | 30.05  | 1.022 |
| 5941  | James Chatterton              | 11.82   | 11.56  | 1.022 |
| 5942  | Peter Amm                     | 22.38   | 21.89  | 1.022 |
| 5943  | Sydney Donahoo                | 20.78   | 20.33  | 1.022 |
| 5944  | Ishan Mutaliph                | 26.00   | 25.43  | 1.022 |
| 5945  | Piyush Chawla                 | 31.28   | 30.60  | 1.022 |
| 5946  | Ben Smith                     | 31.93   | 31.23  | 1.022 |
| 5947  | Atholl Methven                | 26.25   | 25.68  | 1.022 |
| 5948  | Roger Human                   | 24.57   | 24.03  | 1.022 |
| 5949  | Amila Weerasinghe             | 25.51   | 24.96  | 1.022 |
| 5950  | Micky Bear                    | 24.25   | 23.73  | 1.021 |
| 5951  | Dan Taylor                    | 22.33   | 21.85  | 1.021 |
| 5952  | Zoheb Sharif                  | 40.57   | 39.71  | 1.021 |
| 5953  | Dave Nosworthy                | 28.45   | 27.85  | 1.021 |
| 5954  | Ernest Hill                   | 23.77   | 23.27  | 1.021 |
| 5955  | Alexei Kervezee               | 29.81   | 29.18  | 1.021 |
| 5956  | Nessie Moodley                | 17.06   | 16.70  | 1.021 |
| 5957  | Peter Semple                  | 21.60   | 21.15  | 1.021 |
| 5958  | Nazier Dindar                 | 20.20   | 19.78  | 1.021 |
| 5959  | Duncan Miller                 | 25.83   | 25.29  | 1.021 |
| 5960  | Wally Barclay                 | 22.66   | 22.19  | 1.021 |
| 5961  | Shawn Craig                   | 31.20   | 30.55  | 1.021 |
| 5962  | Imran Ahmed                   | 25.65   | 25.12  | 1.021 |
| 5963  | Amal Athulathmudali           | 28.45   | 27.87  | 1.021 |
| 5964  | Tim Lythe                     | 30.04   | 29.42  | 1.020 |
| 5965  | Stewart Hutton                | 29.56   | 28.95  | 1.020 |
| 5966  | Gulraiz Sadaf                 | 25.41   | 24.89  | 1.020 |
| 5967  | Usman Liaqat                  | 26.44   | 25.89  | 1.020 |
| 5968  | Prashant Awasthi              | 27.62   | 27.05  | 1.020 |
| 5969  | William Rigley                | 12.58   | 12.32  | 1.020 |
| 5970  | Darren Wates                  | 35.07   | 34.35  | 1.020 |
| 5971  | Asif Din                      | 30.55   | 29.92  | 1.020 |
| 5972  | Kartick Bose                  | 24.76   | 24.25  | 1.020 |
| 5973  | Dick Palairet                 | 21.16   | 20.73  | 1.020 |
| 5974  | Kamran Khan                   | 26.52   | 25.98  | 1.020 |
| 5975  | Rizwan Haider                 | 25.50   | 24.98  | 1.020 |
| 5976  | Richard Jones                 | 17.15   | 16.80  | 1.020 |
| 5977  | Tony Clarkson                 | 25.18   | 24.67  | 1.020 |
| 5978  | Ronnie Chisholm               | 23.54   | 23.06  | 1.020 |
| 5979  | Leon Moore                    | 17.17   | 16.83  | 1.020 |
| 5980  | Robert Bayford                | 16.44   | 16.11  | 1.020 |
| 5981  | Ken Snellgrove                | 25.30   | 24.80  | 1.020 |
| 5982  | Rashid Latif                  | 28.22   | 27.66  | 1.020 |
| 5983  | Dougie Brown                  | 30.61   | 30.01  | 1.020 |
| 5984  | Sukhvantrai                   | 24.10   | 23.62  | 1.020 |
| 5985  | John Hutcheon                 | 24.95   | 24.46  | 1.020 |
| 5986  | Bob Bennett                   | 22.96   | 22.51  | 1.019 |
| 5987  | William Robinson              | 11.80   | 11.57  | 1.019 |
| 5988  | Kamran Hussain                | 25.03   | 24.55  | 1.019 |
| 5989  | Thando Bula                   | 29.17   | 28.60  | 1.019 |
| 5990  | Narayanan Gautam              | 30.51   | 29.92  | 1.019 |
| 5991  | William Heasman               | 21.76   | 21.34  | 1.019 |
| 5992  | Calvin Savage                 | 26.93   | 26.41  | 1.019 |
| 5993  | Anshul Gupta                  | 30.76   | 30.17  | 1.019 |
| 5994  | Jason Brooker                 | 26.76   | 26.25  | 1.019 |
| 5995  | Graham Skinner                | 25.78   | 25.29  | 1.019 |
| 5996  | Indika Galagoda               | 23.26   | 22.82  | 1.019 |
| 5997  | Cameron Steel                 | 27.92   | 27.38  | 1.019 |
| 5998  | Tom Smith                     | 29.42   | 28.86  | 1.019 |
| 5999  | Bilal Shafayat                | 31.71   | 31.11  | 1.019 |
| 6000  | Deepal Madurapperuma          | 22.53   | 22.11  | 1.019 |
| 6001  | Ockert Erasmus                | 24.43   | 23.97  | 1.019 |
| 6002  | Isham Ghouse                  | 26.13   | 25.64  | 1.019 |
| 6003  | Binara Arumathanthri          | 22.87   | 22.44  | 1.018 |
| 6004  | Danny Lamb                    | 27.60   | 27.09  | 1.018 |
| 6005  | Ragubhir Saini                | 23.41   | 22.98  | 1.018 |
| 6006  | Horace Chapman                | 20.96   | 20.57  | 1.018 |
| 6007  | TV Parthasarathi              | 23.50   | 23.07  | 1.018 |
| 6008  | Arif Rabbani                  | 28.35   | 27.83  | 1.018 |
| 6009  | Trevor Webster                | 29.50   | 28.96  | 1.018 |
| 6010  | James Richardson              | 23.59   | 23.16  | 1.018 |
| 6011  | Mukesh Narula                 | 33.42   | 32.82  | 1.018 |
| 6012  | Frank Thomas                  | 22.30   | 21.91  | 1.018 |
| 6013  | Blair Pocock                  | 29.36   | 28.84  | 1.018 |
| 6014  | Mannava Prasad                | 27.73   | 27.24  | 1.018 |
| 6015  | Sarath Asoka                  | 22.31   | 21.91  | 1.017 |
| 6016  | Anthony Alleyne               | 24.72   | 24.29  | 1.017 |
| 6017  | Lalitendu Parija              | 23.06   | 22.65  | 1.017 |
| 6018  | Ahmed Mustafa                 | 24.00   | 23.57  | 1.017 |
| 6019  | Kynaston Studd                | 18.07   | 17.75  | 1.017 |
| 6020  | Alexander Thompson            | 26.47   | 26.01  | 1.017 |
| 6021  | Ernest Smith                  | 21.46   | 21.10  | 1.017 |
| 6022  | Stu Duff                      | 30.16   | 29.64  | 1.017 |
| 6023  | Kanu Chakravarthy             | 22.25   | 21.88  | 1.017 |
| 6024  | Tayyab Riaz                   | 22.44   | 22.05  | 1.017 |
| 6025  | Alastair Hignell              | 29.48   | 28.99  | 1.016 |
| 6026  | William Townshend             | 15.86   | 15.59  | 1.016 |
| 6027  | Howard Sherman                | 24.88   | 24.47  | 1.016 |
| 6028  | Taimur Ali                    | 26.22   | 25.79  | 1.016 |
| 6029  | Kevan James                   | 30.45   | 29.95  | 1.016 |
| 6030  | Amos Hind                     | 13.06   | 12.85  | 1.016 |
| 6031  | Moniruzzaman                  | 26.25   | 25.82  | 1.016 |
| 6032  | Yeshwant Sidhaye              | 27.79   | 27.34  | 1.016 |
| 6033  | Greg Smith                    | 30.62   | 30.13  | 1.016 |
| 6034  | John Smith                    | 32.10   | 31.58  | 1.016 |
| 6035  | Sew Shivnarine                | 32.56   | 32.04  | 1.016 |
| 6036  | Malinga Amarasinghe           | 29.96   | 29.48  | 1.016 |
| 6037  | Lakmal Hewage                 | 19.54   | 19.23  | 1.016 |
| 6038  | Charles Seymour               | 17.32   | 17.04  | 1.016 |
| 6039  | Francis Rogers                | 22.18   | 21.83  | 1.016 |
| 6040  | Dipak Patel                   | 29.95   | 29.48  | 1.015 |
| 6041  | Albert Baker                  | 25.75   | 25.34  | 1.015 |
| 6042  | George Kemp                   | 18.64   | 18.35  | 1.015 |
| 6043  | Premchand                     | 20.04   | 19.72  | 1.015 |
| 6044  | Raghav Dhawan                 | 30.44   | 29.97  | 1.015 |
| 6045  | Khushdil Shah                 | 25.78   | 25.38  | 1.015 |
| 6046  | Akram Raza                    | 26.42   | 26.01  | 1.015 |
| 6047  | Nalaka Kaluarachchi           | 21.40   | 21.07  | 1.015 |
| 6048  | Mohammad Akram                | 25.36   | 24.97  | 1.015 |
| 6049  | Cec Pepper                    | 29.64   | 29.19  | 1.015 |
| 6050  | Imran Ali                     | 23.98   | 23.62  | 1.015 |
| 6051  | Dave Gregory                  | 14.57   | 14.35  | 1.015 |
| 6052  | Masood-ul-Hasan               | 27.87   | 27.45  | 1.015 |
| 6053  | Kangabam Singh                | 21.09   | 20.77  | 1.015 |
| 6054  | Siddharth Saraf               | 28.64   | 28.21  | 1.015 |
| 6055  | Rahul Keni                    | 30.81   | 30.35  | 1.015 |
| 6056  | John Causby                   | 28.93   | 28.50  | 1.015 |
| 6057  | Edward Thwaites               | 8.82    | 8.69   | 1.015 |
| 6058  | Loots Bosman                  | 28.51   | 28.09  | 1.015 |
| 6059  | Ted a'Beckett                 | 29.21   | 28.78  | 1.014 |
| 6060  | Keith Carmody                 | 28.89   | 28.46  | 1.014 |
| 6061  | Don Beard                     | 22.10   | 21.77  | 1.014 |
| 6062  | Edmund Sutton                 | 13.80   | 13.59  | 1.014 |
| 6063  | Fayyaz Ahmed                  | 26.01   | 25.63  | 1.014 |
| 6064  | Tom Banton                    | 23.83   | 23.48  | 1.014 |
| 6065  | Vidyut Sivaramakrishnan       | 32.28   | 31.81  | 1.014 |
| 6066  | Kurt Wilkinson                | 24.96   | 24.60  | 1.014 |
| 6067  | Balachandra Akhil             | 28.73   | 28.31  | 1.014 |
| 6068  | Jaik Mickleburgh              | 28.94   | 28.52  | 1.014 |
| 6069  | Mohammad Bilal                | 26.00   | 25.62  | 1.014 |
| 6070  | Rao Bhosle                    | 30.26   | 29.83  | 1.014 |
| 6071  | Junie Mitchum                 | 26.78   | 26.40  | 1.014 |
| 6072  | Sachin Dholpure               | 29.81   | 29.38  | 1.014 |
| 6073  | Charinda Fernando             | 21.29   | 20.98  | 1.014 |
| 6074  | Harminder Singh               | 29.66   | 29.24  | 1.014 |
| 6075  | Tom Enthoven                  | 27.16   | 26.78  | 1.014 |
| 6076  | David Orchard                 | 24.38   | 24.04  | 1.014 |
| 6077  | Prasanta Mohapatra            | 30.08   | 29.66  | 1.014 |
| 6078  | Horace Rudston                | 20.35   | 20.06  | 1.014 |
| 6079  | Reuben Spiring                | 32.89   | 32.43  | 1.014 |
| 6080  | Saeed Ahmed                   | 25.36   | 25.00  | 1.014 |
| 6081  | Leo Williams                  | 22.85   | 22.53  | 1.014 |
| 6082  | Harshad Shah                  | 25.70   | 25.35  | 1.014 |
| 6083  | Shawn Nicolson                | 29.05   | 28.65  | 1.013 |
| 6084  | Len Butterfield               | 22.65   | 22.34  | 1.013 |
| 6085  | Salahuddin                    | 18.88   | 18.62  | 1.013 |
| 6086  | Sean Morris                   | 29.04   | 28.65  | 1.013 |
| 6087  | Andy Wilson                   | 25.28   | 24.94  | 1.013 |
| 6088  | Crowther Charlesworth         | 23.61   | 23.30  | 1.013 |
| 6089  | Robbie Frew                   | 29.17   | 28.79  | 1.013 |
| 6090  | Mohammad Masroor              | 27.85   | 27.48  | 1.013 |
| 6091  | DD Driver                     | 16.78   | 16.56  | 1.013 |
| 6092  | Tony Munyonga                 | 26.02   | 25.68  | 1.013 |
| 6093  | Atul Pandya                   | 35.31   | 34.86  | 1.012 |
| 6094  | Pete Trego                    | 32.80   | 32.38  | 1.012 |
| 6095  | Vincent Lumsden               | 27.82   | 27.47  | 1.012 |
| 6096  | Shahid Naqi                   | 22.20   | 21.92  | 1.012 |
| 6097  | Mohammad Saif                 | 30.00   | 29.61  | 1.012 |
| 6098  | N Premkumar                   | 24.05   | 23.75  | 1.012 |
| 6099  | Richard Ellis                 | 28.85   | 28.49  | 1.012 |
| 6100  | Christopher Barnwell          | 24.80   | 24.49  | 1.012 |
| 6101  | Saif Badar                    | 26.45   | 26.13  | 1.012 |
| 6102  | Maurice Hill                  | 24.09   | 23.79  | 1.012 |
| 6103  | Paul Barton                   | 23.89   | 23.60  | 1.012 |
| 6104  | Bharat Mistry                 | 33.47   | 33.07  | 1.012 |
| 6105  | Keno Mason                    | 24.75   | 24.45  | 1.012 |
| 6106  | Shatrunjay Gaekwad            | 27.43   | 27.10  | 1.012 |
| 6107  | Nadeem Javed                  | 26.50   | 26.18  | 1.011 |
| 6108  | Edgar Lloyd                   | 21.15   | 20.90  | 1.011 |
| 6109  | Probir Hazarika               | 18.25   | 18.03  | 1.011 |
| 6110  | Gerald Bardswell              | 20.06   | 19.83  | 1.011 |
| 6111  | Sanjay Desai                  | 29.00   | 28.66  | 1.011 |
| 6112  | William Pickering             | 9.67    | 9.56   | 1.011 |
| 6113  | Jaydev Shah                   | 29.91   | 29.56  | 1.011 |
| 6114  | Alonzo Drake                  | 21.69   | 21.45  | 1.011 |
| 6115  | Buddy Reid                    | 18.38   | 18.18  | 1.011 |
| 6116  | Hendrik de Vos                | 26.24   | 25.94  | 1.011 |
| 6117  | Edward Elmhirst               | 10.07   | 9.96   | 1.011 |
| 6118  | Louis Botes                   | 25.70   | 25.41  | 1.011 |
| 6119  | Lahiru Dilshan                | 30.93   | 30.59  | 1.011 |
| 6120  | Ahfaz Saleem                  | 23.58   | 23.32  | 1.010 |
| 6121  | Bhaskara Ramamurthy           | 26.96   | 26.67  | 1.010 |
| 6122  | Wilf Wooller                  | 22.57   | 22.33  | 1.010 |
| 6123  | Bradley Parker                | 30.14   | 29.82  | 1.010 |
| 6124  | Anwar Jamil                   | 26.61   | 26.33  | 1.010 |
| 6125  | Zeeshan Pervez                | 27.59   | 27.30  | 1.010 |
| 6126  | Horace Walrond                | 25.86   | 25.59  | 1.010 |
| 6127  | George Frost                  | 12.23   | 12.10  | 1.010 |
| 6128  | Nico Martin                   | 27.17   | 26.88  | 1.010 |
| 6129  | Louis Harris                  | 25.89   | 25.62  | 1.010 |
| 6130  | Alfred Jeacocke               | 28.83   | 28.53  | 1.010 |
| 6131  | William Clarke                | 10.35   | 10.24  | 1.010 |
| 6132  | Bijoy Sen                     | 20.37   | 20.16  | 1.010 |
| 6133  | Mark Tindall                  | 24.74   | 24.48  | 1.010 |
| 6134  | Abdul Hameed                  | 21.03   | 20.81  | 1.010 |
| 6135  | Matthews Kempson              | 10.84   | 10.73  | 1.010 |
| 6136  | Jason Ratcliffe               | 28.52   | 28.23  | 1.010 |
| 6137  | Janith Liyanage               | 30.94   | 30.63  | 1.010 |
| 6138  | Romesh Fernando               | 20.87   | 20.66  | 1.010 |
| 6139  | Hammad Tariq                  | 26.01   | 25.75  | 1.010 |
| 6140  | Charles Haigh                 | 14.50   | 14.35  | 1.010 |
| 6141  | Kamran Younis                 | 26.39   | 26.13  | 1.010 |
| 6142  | Colin Atkinson                | 20.05   | 19.86  | 1.009 |
| 6143  | Jagath Perera                 | 22.15   | 21.93  | 1.009 |
| 6144  | Munir Ahmed                   | 21.52   | 21.31  | 1.009 |
| 6145  | James Gray                    | 23.76   | 23.53  | 1.009 |
| 6146  | Robert Moorhouse              | 18.72   | 18.54  | 1.009 |
| 6147  | Eric Bedser                   | 24.00   | 23.77  | 1.009 |
| 6148  | Stu McCullum                  | 24.41   | 24.17  | 1.009 |
| 6149  | Harry Whitehead               | 23.07   | 22.84  | 1.009 |
| 6150  | Charles Pilkington            | 24.63   | 24.39  | 1.009 |
| 6151  | James Grundy                  | 12.65   | 12.53  | 1.009 |
| 6152  | Sumit Dutta                   | 24.22   | 24.00  | 1.009 |
| 6153  | Robert Newhall                | 14.31   | 14.18  | 1.009 |
| 6154  | Alfred Wilson                 | 10.27   | 10.17  | 1.009 |
| 6155  | Mushfiqur Rahman              | 25.50   | 25.26  | 1.009 |
| 6156  | Maurice Tate                  | 25.04   | 24.81  | 1.009 |
| 6157  | Travis Friend                 | 31.42   | 31.13  | 1.009 |
| 6158  | Arjun Yadav                   | 28.05   | 27.79  | 1.009 |
| 6159  | Swainson Akroyd               | 17.22   | 17.06  | 1.009 |
| 6160  | William Wynyard               | 14.43   | 14.30  | 1.009 |
| 6161  | Elias Constantine             | 27.12   | 26.87  | 1.009 |
| 6162  | Raj Hans                      | 23.03   | 22.82  | 1.008 |
| 6163  | Ian Harty                     | 25.11   | 24.89  | 1.008 |
| 6164  | Ashish Reddy                  | 37.96   | 37.62  | 1.008 |
| 6165  | Shreevats Goswami             | 30.53   | 30.26  | 1.008 |
| 6166  | Nihal Pathirage               | 21.83   | 21.64  | 1.008 |
| 6167  | Francis Conry                 | 20.43   | 20.25  | 1.008 |
| 6168  | Sahan Arachchige              | 33.26   | 32.98  | 1.008 |
| 6169  | David Holford                 | 31.31   | 31.05  | 1.008 |
| 6170  | Anil Mathur                   | 26.65   | 26.43  | 1.008 |
| 6171  | Nikhilesh Ranjan              | 29.35   | 29.10  | 1.008 |
| 6172  | Edward Acton                  | 13.33   | 13.22  | 1.008 |
| 6173  | Nameen Abeyratne              | 20.85   | 20.67  | 1.008 |
| 6174  | Rob Keogh                     | 30.59   | 30.34  | 1.008 |
| 6175  | Tshepang Dithole              | 26.27   | 26.05  | 1.008 |
| 6176  | Morris Ouma                   | 27.41   | 27.18  | 1.008 |
